exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	neural	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190423_03-04-0009	21	1.2067118567	0.0592517926	1.3374016933	3.8555270635	4.585020216	2.7262693317	1.8587508844	7	0.1104986126	62.03125	561.3758268639	131.5073015873	728.9671111111	0.9350050358	0.4557291667	171.8952016835	2.8198051264	60.9599578612	0.8455746709	0	592.4329711029	773.567922717	129.7858148372	751.3879379347	-3.11548263111457E-10	0.0200980371	-0.0033814688	3	0.0007516429	0.9323150246	36.1364275487	-9.5092833599	3	7.2694875908	7875	0.7181287616	2	0	1	
190423_03-04-0010	21	2.3887975452	0.527931921	3.9650203337	3.5355339059	0.0069053397	0.0048828125	0.0020225272	5	0.0542471221	41.90625	772.5064189584	1496.8427672956	821.5383647799	0.8040563696	0.6955380577	118.4956693569	1.6819356392	70.4519641498	0.2164047097	1	765.7241564421	777.2340424315	1489.8707064734	790.9835333901	1E-09	0.0117271994	-0.0040037798	5	0.0007516433	0.9829145078	28.4335015336	-14.8596969192	1	6.8477204004	6360	0.5798158447	2	0		
190423_03-04-0011	21	1.1017524631	0.0027103439	1.1798587116	4.2044820763	4.585020216	2.9730177875	1.6120024285	6	0.0456436987	33.15625	726.4146194589	1161.4626060139	762.6634541249	0.8696132672	0.524040404	86.9654642627	2.0253841542	42.9377627364	-0.5620157526	0	716.6924889279	777.0767629002	1159.4744424397	767.1785461378	-1.21003902691273E-09	0.0245772495	-0.0056315989	4	0.0007516444	0.9917684583	23.2794733088	-7.8848594193	2	6.7381474503	2594	0.8424813251	2	1	1	
190423_03-04-0012	21	1.1126905433	0.0097772306	1.1976816777	4.2044820763	4.585020216	2.9730177875	1.6120024285	6	0.0401905206	29.140625	725.0621438933	968.6583094556	771.4806590258	0.9429929986	0.6997493734	108.0839731689	3.004694232	35.9717045471	-0.0387196567	0	719.3394701895	779.9282226641	965.3231226023	784.3122967779	-2.23216728550517E-09	0.0206968605	-0.0056531662	2	0.0007516448	0.9734636774	27.0735528697	-10.0358412941	2	6.5014423517	2792	0.5642683913	2	1	1	
190423_03-04-0013	21	1.0988688715	0.0351480603	1.1336825417	2.9730177875	1.0511205191	0.5255602595	0.5255602595	9	0.0662634668	54.03125	815.4002899329	1368.0094780741	851.678882851	0.6133147085	0.6605726688	114.4904565011	1.266081395	90.4289858121	0.2705042559	1	745.5091485842	780.4872841126	1367.4894115506	851.9414738864	2E-09	0.0125723941	-0.004194487	3	0.0007516432	0.9858615685	28.6345434447	-10.6956571261	2	6.4529911029	7913	0.9953459119	2	0		
190423_03-04-0014	21	1.8721227052	0.3396669046	2.5043010117	4.2044820763	0.0058066754	0.0048828125	0.0009238629	3	0.0163542531	15.2421875	932.0014456751	1423.8603268945	798.2734026746	0.9550975079	0.5952240566	98.4417392239	3.3750527615	29.1674667571	-0.0984828941	0	718.6075383569	777.0631981748	1421.4916488923	794.4257570354	5E-09	0.012540809	-0.0060851523	6	0.0007516464	0.9890783719	24.0836034499	-7.6350891598	2	6.4247887522	2019	0.8941541187	2	1		1
190423_03-04-0015	21	1.0743545213	0.0418473133	1.1184980569	3.8555270635	0.7432544469	0.4819408829	0.2613135639	6	0.0984401424	76.375	775.8521893059	1539.5973500184	641.7931542142	0.9152239386	0.4717013889	212.3637859277	2.4817246901	85.5710493485	1.0461425043	1	823.1315500215	760.4400036786	1541.5960626275	643.5307998248	4.03275160496756E-10	0.0101397684	-0.0052634032	7	0.0007516434	0.9720107816	29.2274675849	-15.6427324161	2	6.4064964694	13585	0.9972105997	2	0		
190423_03-04-0016	21	1.1800665446	0.0816241525	1.2717470611	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.1974180636	111	562.2585794255	632.0048158485	564.2375636185	0.6431807619	0.7508629191	174.4865342575	1.3059699931	133.6068479176	-1.1233989404	1	658.0164916338	727.43067877	632.7140807026	561.4844239568	1.8047141399564E-09	0.0114158107	-0.002305195	1	0.0007516425	0.9606600477	34.9910245576	-16.5734916363	2	6.3960589327	18273	1	2	0		
190423_03-04-0017	21	1.2189507749	0.0255579768	1.3613579561	3.8555270635	4.585020216	2.7262693317	1.8587508844	7	0.0629692604	46.5625	739.4481007943	76.4199475066	632.3095238095	0.9769368628	0.4778285407	181.9123243042	4.6832183775	38.8434426155	1.3309170354	0	618.0845657991	759.0851768533	76.6502319509	636.928829377	1.46612727384281E-09	0.0171123965	-0.0099708548	2	0.0007516439	0.9713700787	29.6762570247	-9.5522657419	3	6.057438269	5334	0.9985024335	2	1	1	
190423_03-04-0018	21	1.1240225532	0.0287275111	1.1877485017	3.8555270635	3.2420988866	1.9277635318	1.3143353549	7	0.1125136453	87.375	776.5724748545	738.6848620252	863.0084535958	0.7234148509	0.6651805438	177.4569876067	1.4484071358	122.5187195064	-0.0635856077	1	679.6620618869	793.4230260122	737.7372747302	862.2066645515	-1.12237102222403E-09	0.0086815843	-0.0039001451	13	0.0007516442	0.9608862782	19.6118375478	-15.9922385414	2	6.04543597	16561	0.9874195087	2	0		
190423_03-04-0019	21	1.0260915865	0.0009487639	1.0456064208	4.585020216	3.8555270635	2.9730177875	0.882509276	4	0.0349682472	30.671875	877.1350418226	1368.1217809868	1055.4517448857	0.8817485469	0.628783293	107.0977589612	2.1199028669	50.5201255357	0.1391963686	0	737.7316347249	793.209281831	1366.4653321237	1052.6064641466	-1.37228169795609E-09	0.0153993839	-0.0061410083	7	0.000751644	0.9847033132	22.0777845793	-10.4495148061	2	5.9832623165	4155	0.9983181163	2	0		1
190423_03-04-0020	21	1.1074087473	0.0343076293	1.1697273886	3.5355339059	3.2420988866	1.6210494433	1.6210494433	9	0.1077700183	86.3125	800.8952897421	630.406504552	648.4084810733	0.8530382711	0.6330236967	204.5461229913	1.9162654938	106.7420582647	-0.1770637582	1	658.9419905002	752.1325813466	629.9838871356	649.0715524923	-3E-09	0.008281296	-0.0034901329	5	0.0007516444	0.9623680036	23.8321884926	-16.425525387	2	5.9633035912	16696	0.999760479	2	0		
190423_03-04-0021	21	1.1135700055	0.0685307331	1.1779180224	3.5355339059	0.7432544469	0.4419417382	0.3013127086	7	0.0791114648	60.75	767.9038698438	1535.3436638359	882.0802911658	0.7189747761	0.6360129068	130.6520378414	1.4387740519	90.8078913914	-1.550653386	1	787.7870859914	782.9273250618	1543.1714047752	853.4177829012	-4.01881691336344E-12	0.0124599664	-0.0044780136	2	0.0007516437	0.9758918078	25.1453128508	-15.1247620258	2	5.9202240868	9067	0.7505173413	2	0		
190423_03-04-0022	21	1.1447654307	0.0728191953	1.2351815324	2.9730177875	2.9730177875	1.25	1.7230177875	11	0.1765604377	103.4375	585.8475506728	628.5957903524	1007.5830302308	0.7418928612	0.7180903447	178.6588455741	1.4913832875	119.7940509778	1.1576248699	1	657.7548680506	821.2531777627	629.3336419691	1012.3114599516	-1.35941627751725E-11	0.01290386	-0.0028926783	1	0.0007516427	0.9600985274	29.7483961266	-15.5515403961	2	5.7448831579	16771	1	2	0		
190423_03-04-0023	21	1.1416701556	0.0738095935	1.2025915174	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.1117217688	80.875	723.8965232195	1115.2162702379	452.0181890865	0.6251855259	0.6101219512	158.6116785725	1.2812690935	123.7926360527	-0.9092601468	1	788.2852220561	744.0294818277	1113.3340270525	497.2494043608	-1E-09	0.0089151168	-0.0036467748	8	0.000751643	0.933828883	30.3633981638	-16.5830529091	4	5.6907454522	15009	0.9166921151	2	0		
190423_03-04-0024	21	1.0880728882	0.0280912176	1.1287826816	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.1010131237	79.3125	785.1702543081	669.0527427646	947.4313076544	0.8276257317	0.6102707349	183.0103013065	1.7816408023	102.7200887331	0.481441027	1	666.1471672867	802.1751841681	669.4090027572	947.3932910828	4.87248791224681E-09	0.0088266584	-0.0037730995	5	0.0007516442	0.957893602	24.569020825	-16.2446758255	2	5.6015234876	14201	0.9983830146	2	0		
190423_03-04-0025	21	1.0666863337	0.0031854182	1.0937245682	4.585020216	4.2044820763	3.2420988866	0.9623831896	4	0.0362833044	30.796875	848.7891468937	1185.9890374332	884.0868983957	0.8424620103	0.632183908	96.867112157	1.8561286721	52.1877139304	-1.3053863545	0	732.3052150495	786.5037796427	1184.1197715562	880.7589258163	-3.05048435206365E-09	0.0140497866	-0.0067106148	4	0.0007516442	0.9781558955	18.692470664	-10.4568748962	2	5.5799576768	3740	0.9899417681	2	0		1
190423_03-04-0026	21	1.142430641	0.0732205376	1.2189801559	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.1020009817	78.625	770.8259146145	1029.7646721605	315.9023289144	0.6872753335	0.694278607	157.5580574992	1.3766576491	114.4497018564	0.5746663438	1	736.847433236	714.3405758915	1029.617345418	315.7945543525	1.59567838197175E-09	0.0096895481	-0.0043703422	9	0.0007516437	0.9441529445	22.6276309556	-18.4757399078	2	5.5166896964	13955	0.9989262706	2	0		
190423_03-04-0027	21	1.1325072537	0.0194704927	1.2165402344	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.0491508764	35.78125	727.9880369166	511.8167164179	683.1725373134	0.9839797407	0.3132304815	162.4509710104	5.6091442961	28.9618099368	1.2055539508	0	680.9234878854	777.0618278685	514.6694126119	684.3009829584	2.91284805214065E-09	0.0316924554	-0.0112563422	2	0.0007516434	0.9820120699	23.3359120997	-10.2141217582	2	5.4768646937	3350	0.998509687	2	1	1	
190423_03-04-0028	21	1.0886221642	0.0481366294	1.1406245242	4.2044820763	0.6815673329	0.4419417382	0.2396255947	6	0.0452551426	38.3125	846.5888683407	1480.0408783784	943.3569256757	0.71147567	0.6216528405	105.3339405966	1.4230606654	74.0192903653	-0.425150051	1	777.1714994575	788.4080945891	1479.6833327454	943.6918618943	-6E-09	0.0108788557	-0.0052160678	4	0.0007516438	0.9736357172	25.6468827089	-11.8288301333	2	5.3666486476	5920	0.9991561181	2	0		
190423_03-04-0029	21	1.9552229295	0.2636812013	2.6059756574	4.2044820763	0.0058066754	0.0048828125	0.0009238629	3	0.0288847988	22.828125	790.3162209538	1132.7844036697	972.4628440367	0.9872011874	0.2269651223	136.5201649058	6.2703854819	21.772212458	-0.930510029	0	748.1067494229	791.0996159524	1122.228709047	955.0103124149	-4.47620963268919E-10	0.0165718798	-0.0090150924	4	0.0007516431	0.9856167945	12.8917122551	-13.5293533834	2	5.2891439944	2180	0.9654561559	2	1	1	
190423_03-04-0030	21	1.0563156129	0.0341697111	1.0929323328	3.8555270635	1.25	0.625	0.625	9	0.1034704941	81.625	788.8722353271	1014.898574418	851.3946507978	0.7903191063	0.7627693536	179.5376770881	1.6321322537	110.0019172368	0.1339809086	1	729.4480642602	785.3284622176	1015.2524891734	846.7004508875	3.2269708642917E-09	0.009135367	-0.0037070097	13	0.0007516439	0.9678074646	20.3299524913	-11.8947328632	2	5.284199964	15292	0.9607338066	2	0		
190423_03-04-0031	21	1.0372798911	0.0151880529	1.0627926667	4.2044820763	0.6815673329	0.5255602595	0.1560070734	4	0.0319897984	28.046875	876.744350694	1387.7702825889	985.4977210574	0.7159440401	0.6626396859	90.1373421013	1.4323412085	62.9300766943	0.4347399972	1	757.8777937883	787.9363018816	1387.8320143494	984.0523280643	2.13010814809275E-09	0.0090946797	-0.005127498	1	0.000751644	0.9688024716	27.0675462833	-11.1765898293	2	5.236389926	4388	1	2	0		
190423_03-04-0032	21	1.0169562875	0.0026327708	1.0310509117	4.2044820763	1.767766953	1.146255054	0.621511899	6	0.1335144885	96.625	723.7042292948	392.3751714301	111.8133742937	0.7639929486	0.6577542037	190.9859309003	1.5498479318	123.2288194076	-0.6089237099	1	608.3996661957	655.9318578171	392.7775705363	112.7288513859	-4.23106248728156E-09	0.0098703237	-0.0035012063	12	0.0007516433	0.9810271396	15.3410277033	-19.6750485203	2	5.1809182239	18229	0.9987945866	2	0		
190423_03-04-0033	21	1.1199912701	0.0522171922	1.2056372147	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.0718560372	54	751.5026173921	569.32296757	836.9535761884	0.6374039787	0.7982269504	122.8123260783	1.2978083443	94.6305566769	-0.2029819218	1	654.0462799966	779.9186847978	571.6561502098	797.1095468204	5E-09	0.0107787582	-0.00351177	3	0.0007516438	0.9485810531	22.0764269243	-12.4954359879	2	5.1198965987	9004	0.6267139974	2	0		
190423_03-04-0034	21	1.0725077296	0.001827621	1.1034146007	4.585020216	4.2044820763	3.2420988866	0.9623831896	4	0.0221152911	19.296875	872.5580361284	983.7831325301	747.2886089814	0.9299663812	0.4508641975	83.8508740574	2.7200184128	30.8273185446	0.5625713151	0	708.711372122	776.3826161231	982.3762505369	746.4261924611	-4.71940120015397E-10	0.021778644	-0.0083881039	2	0.0007516444	0.9883275921	18.5053818841	-6.2531120634	2	5.1185897999	1826	0.987027027	2	1		1
190423_03-04-0035	21	2.0292096076	0.3132516493	3.3938000058	3.5355339059	0.0069053397	0.0048828125	0.0020225272	5	0.0445614078	37.03125	831.0161601285	1126.7116527943	854.6087990488	0.7432689632	0.564177102	102.6561046767	1.4947845955	68.6761858435	0.5528314946	1	731.2202084743	782.6808275982	1127.4933332256	856.0039834972	1.44379669207329E-11	0.0140357197	-0.0074283191	4	0.0007516446	0.9778556827	16.4774456214	-10.8964091142	1	5.1143266488	5046	0.9843932891	2	0		
190423_03-04-0036	21	1.1140814678	0.0578511619	1.1692186655	2.9730177875	2.292510108	0.8838834765	1.4086266315	12	0.1143280045	89.5	782.8353201468	650.4862930078	1451.573418424	0.8863389199	0.607347489	227.0503241694	2.1596543475	105.1327146102	0.2872013909	1	664.4399202605	870.7541785963	649.8084508688	1451.6173722154	-2.10177190561773E-09	0.008301215	-0.0039048221	13	0.0007516436	0.9715361764	17.4462175064	-21.4700438063	2	5.0909897545	18020	0.9983379501	2	0		
190423_03-04-0037	21	2.0640751643	0.4041471815	3.067464216	3.8555270635	0.0063322244	0.0048828125	0.0014494119	4	0.0448913384	38.71875	862.499345304	1270.4798527703	888.1762882604	0.5892563866	0.6930719656	90.6887735122	1.2377063174	73.2716414514	-1.5601319114	1	713.4820201523	782.707097058	1271.7626998481	887.3095064535	-3E-09	0.0150550709	-0.0051907665	2	0.0007516453	0.9855704902	22.6473443415	-7.6796312127	1	5.0131133927	5162	0.9990323205	2	0		
190423_03-04-0038	21	1.1155283401	0.0833867017	1.182128661	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.1268010137	91	717.6598780366	1023.333291755	1272.652613197	0.6137317024	0.6326546717	164.1128783271	1.2666009276	129.5695232411	-0.624074745	1	747.4600745663	856.2931475807	1021.6916057741	1271.3190857884	8.84356959741461E-10	0.0103140007	-0.0040577472	9	0.0007516428	0.9203539749	25.5951149981	-23.2993784907	2	4.9830548876	16034	0.9848894349	2	0		
190423_03-04-0039	21	1.1432613591	0.0318452768	1.2124904964	4.2044820763	3.2420988866	1.9277635318	1.3143353549	7	0.0805374688	67.1875	834.2390320923	679.1196232077	724.6732244081	0.8990476022	0.7659302771	188.7266340561	2.2838824908	82.6341262359	0.0051524609	1	665.4947321924	769.8568944554	676.2901837023	726.0509958348	-7.12458631643628E-09	0.009721415	-0.0042201337	1	0.000751645	0.9622780799	17.6638474811	-11.9387410413	2	4.9727826172	11996	1	2	0		
190423_03-04-0040	21	1.1291084736	0.0608101006	1.2025191767	3.5355339059	2.7262693317	1.25	1.4762693317	10	0.1223838357	87.375	713.9423232151	710.126303184	1080.0943927867	0.6757333364	0.6621268657	158.6927009291	1.3565830729	116.97971477	-1.2435280141	1	675.4820010626	829.552301374	710.1221959606	1082.3450487255	-1.41887040366776E-09	0.0117040846	-0.0038725189	1	0.0007516436	0.9570885516	26.7637920068	-14.5332445946	4	4.962275002	14196	1	2	0		
190423_03-04-0041	21	1.1308628675	0.0432056765	1.2017927405	3.8555270635	3.2420988866	1.767766953	1.4743319337	8	0.0666336151	56.75	851.6722363514	526.0639529276	901.5090190026	0.8875741608	0.6032937616	174.1200548993	2.1707755395	80.2109899124	-0.2451081231	1	643.4740474076	788.061404852	526.9404809164	892.960366293	-2.67014988574748E-09	0.0091352653	-0.0047115025	10	0.0007516448	0.9540803558	18.6505865283	-13.8182306593	2	4.9392608317	10367	0.9592856482	2	0		
190423_03-04-0042	21	1.0308488318	0.000777896	1.0490297718	4.2044820763	3.2420988866	2.292510108	0.9495887786	5	0.0141350244	12.53125	886.5389742894	740.2142338417	774.1132897603	0.9293077433	0.625624716	72.7099214136	2.7077796719	26.852229584	-0.1804433946	0	694.8430067717	778.8515256904	741.1918975094	775.8258956259	-4.62769874402441E-09	0.0134396478	-0.0113045515	2	0.0007516444	0.9930103971	16.5379552347	-8.0797838207	1	4.9337283061	1377	0.9992743106	2	1		1
190423_03-04-0043	21	1.1082851626	0.0057866978	1.171239591	3.8555270635	3.2420988866	1.767766953	1.4743319337	8												0	703.0574519182	789.5610162853	528.0207265317	704.031473591	7.60201186187729E-10	0.0137113932	-0.0095848584	0	0.0007516426	0.9920936781	12.5435548942	-15.5914713891	2	4.9190919552			2	1	1	
190423_03-04-0044	21	1.1519960575	0.0953939319	1.2208805158	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.0950043868	72.9375	767.7277064671	1029.1471991382	419.3394121268	0.5298346246	0.7297024144	141.9855957433	1.1791048764	120.4181227518	-1.0930999455	1	749.7919987209	743.2986356126	1027.0075062196	485.6758629722	2E-09	0.0105187655	-0.0034908347	6	0.0007516442	0.9204824078	25.5351646076	-15.6322082428	2	4.8560947293	12996	0.8845630275	2	0		
190423_03-04-0045	21	1.280569577	0.2868746471	1.4394120907	3.2420988866	2.9730177875	1.3631346658	1.6098831217	10	0.106121161	81.25	765.6342926337	266.5924088999	836.2833918854	0.8643191011	0.8001874104	193.1648188926	1.9882936218	97.1510529327	-0.0122451293	1	585.9147646229	783.1723911413	267.1345140238	829.7513985611	-3.13360352229789E-09	0.0093984272	-0.0033965755	14	0.0007516432	0.9112647708	20.8620545793	-14.7230515495	3	4.8479568775	14517	0.9281375871	2	0		
190423_03-04-0046	21	1.1615533776	0.151480068	1.249132605	2.7262693317	1.0511205191	0.4419417382	0.6091787808	11	0.0566308955	42.71875	754.3364735633	1478.7294601868	663.4494221941	0.7761886063	0.590815563	116.2978578228	1.5860408334	73.3258913464	-0.0127397243	1	789.4152751014	774.4686525437	1461.526135211	751.181684191	4.37847770420246E-09	0.0141512463	-0.0039403494	2	0.0007516436	0.9730595755	25.3467675504	-11.4493331569	2	4.8258971005	6317	0.6106921887	2	0		
190423_03-04-0047	21	1.3387228296	0.3639969691	1.5239394363	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.1482500783	101.9375	687.6050333116	216.8604963864	689.1730068911	0.7599113877	0.7339226974	187.9598028912	1.5383983966	122.1788863679	-0.1165852073	1	572.8203138613	757.7110125366	214.6223096695	688.1223740842	1.07471344010788E-09	0.0101779597	-0.0032431098	1	0.0007516424	0.9115285418	24.4610195926	-14.083694781	2	4.8196209987	17849	1	2	0		
190423_03-04-0048	21	1.1078722509	0.0462689272	1.1687042351	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.1483237786	97.1875	655.2388356997	759.8565724816	459.0823710074	0.6016437604	0.7237485552	163.2197840533	1.2519333967	130.3741752418	-1.3740659173	1	684.3310345728	716.0452685142	758.3192464915	455.2184718982	-2.7126873236352E-09	0.0122941903	-0.0029806044	2	0.0007516434	0.9548136077	30.8751952406	-13.5609572873	2	4.794904955	16280	0.9999385787	2	0		
190423_03-04-0049	21	1.0080919305	0.0001832607	1.0133286939	4.585020216	3.2420988866	2.7262693317	0.515829555	3	0.0412941177	31.78125	769.6314083852	836.1511335013	858.7437927312	0.9724096181	0.32930442	127.160381008	4.2866950405	29.6639671834	-0.8634755584	0	710.8108150088	785.9569376099	838.6796430443	855.3876030426	4E-09	0.0222599763	-0.007091599	2	0.0007516444	0.988717175	14.1517613052	-8.8387189563	1	4.7844542584	2779	0.998204023	2	1	1	
190423_03-04-0050	21	1.9985889283	0.3056984304	3.372492763	3.5355339059	0.0069053397	0.0048828125	0.0020225272	5	0.0623385084	50.125	804.07762817	1325.7339151013	697.072474486	0.6018409771	0.7347315801	104.5682848317	1.2521663233	83.5099003098	-0.3351801112	1	746.6798559656	771.0797477427	1326.0631556566	699.2447244762	-9.08718937970304E-10	0.0159594763	-0.0067218325	6	0.0007516442	0.9789018298	27.0605624567	-11.0425314458	1	4.7629632103	6761	0.9791455467	2	0		
190423_03-04-0051	21	1.0496517629	0.0072227399	1.0707661556	3.8555270635	2.5	1.3631346658	1.1368653342	8	0.0900611181	65.9375	732.1416985798	804.7110823631	105.4068564036	0.9756898	0.3981799451	235.3888422861	4.5629567845	51.5869102873	0.3888183313	1	690.3663489143	696.2187713003	805.3764872338	103.0832701316	-2.2560056286074E-09	0.013584509	-0.0053819762	7	0.0007516425	0.9832523116	13.0779155426	-18.0752436622	2	4.6721841355	9276	0.9977412068	2	0		
190423_03-04-0052	21	1.1392221594	0.0704157447	1.233764173	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.0997817527	74.5	746.6294990131	900.9301664297	228.716902233	0.7264294655	0.7264718391	149.6308816885	1.4550935671	102.8324810661	0.1832328905	1	709.1697200614	701.3669133483	900.7964391199	228.7743409531	-1.17710230387232E-09	0.0123416614	-0.003728048	1	0.0007516438	0.9534114581	19.6560648204	-14.5226303324	2	4.6514924533	11957	1	2	0		
190423_03-04-0053	21	1.0711294976	0.0049640129	1.1043660853	3.5355339059	2.9730177875	1.6210494433	1.3519683442	8	0.0069861776	6.14453125	879.5269222674	608.9667519182	1096.1189258312	0.8291536954	0.1260273973	106.504036906	1.7888425057	59.5379618753	-0.459656073	0	676.4260971582	788.4589323433	628.697029161	944.5434609112	2.92163471097705E-09	0.016523144	-0.0066849496	35	0.0007516455	0.9909284146	10.5278007652	-12.2716547987	2	4.6374632754	782	0.2843636364	2	1	1	
190423_03-04-0054	21	1.0264467851	0.004821857	1.0460471725	4.2044820763	3.2420988866	2.292510108	0.9495887786	5	0.1024444252	79.75	778.4708617195	852.0755533831	709.0451784093	0.6640171879	0.6584367816	160.0888018025	1.3374038397	119.7011680783	-0.2220625332	1	700.1211354498	759.3699722638	859.2166809186	707.2936631516	4.61224045963982E-09	0.0091289536	-0.0043593557	5	0.0007516446	0.9530402678	18.9764488808	-12.0241891449	2	4.6166612835	14321	0.899221399	2	0		
190423_03-04-0055	21	1.0653516095	0.02057922	1.107198235	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.062063715	52.75	849.9330084901	726.953680548	553.0800260955	0.8572539792	0.6394799054	152.7064411164	1.942148107	78.6275982572	-1.1818351587	1	675.1596872822	747.2604299441	726.2798555053	553.3586205385	-1.46557789813803E-09	0.0089228864	-0.0040436681	1	0.0007516449	0.9648783893	27.6492333751	-12.7509832594	2	4.5316183941	9197	1	2	0		
190423_03-04-0056	21	1.080348924	0.0198543676	1.1106822034	4.2044820763	3.2420988866	2.1022410381	1.1398578485	6	0.1147296219	91.3125	795.8929745021	783.8766388228	651.3087348564	0.767465323	0.6506262597	190.2673403965	1.5598422725	121.9785767799	-0.4823347641	1	688.0911342252	756.0841801393	781.6329506811	652.6140860501	1.31602650444674E-09	0.0087709522	-0.0035245821	6	0.0007516442	0.9481611038	18.4744949914	-13.55801527	2	4.5042627536	18077	0.9983431822	2	0		
190423_03-04-0057	21	1.7859364497	0.1528990685	2.5156860816	4.2044820763	0.0058066754	0.0048828125	0.0009238629	3	0.0354247769	29.625	836.2790855817	927.2432269717	684.1818181818	0.9804495918	0.2264176663	175.959543804	5.0820646849	34.6236332501	0.9317737819	0	702.2438583481	771.8464040772	937.5843706386	692.4658557068	-3.49945694618401E-09	0.021231865	-0.0052544381	3	0.0007516446	0.9784032721	29.370169971	-7.11625575	1	4.4790551166	3322	0.8861029608	2	1	1	
190423_03-04-0058	21	1.0567024186	0.042501461	1.108686729	2.9730177875	1.767766953	0.8105247217	0.9572422313	10	0.0920980744	75.875	823.8500152231	1080.6242475241	683.9316460612	0.7817953768	0.523127455	187.1480447759	1.6037590206	116.6933699958	-0.2457429999	1	735.334372261	759.3979663265	1083.2368708085	683.3881245392	1E-09	0.0082818879	-0.0040682667	14	0.0007516443	0.9582330213	14.8656427903	-11.0114721723	3	4.4403926073	15449	0.988609458	2	0		
190423_03-04-0059	21	1.1306446855	0.0577698247	1.2201840782	3.8555270635	3.2420988866	1.6210494433	1.6210494433	9	0.1017570468	81.0625	796.6278756408	435.8432502917	975.2557820328	0.7333258818	0.5851807229	171.87458686	1.4708536251	116.8536310652	-0.7212599058	1	624.135749532	802.9208051195	434.2715260907	977.6970654036	6.91095314180889E-09	0.0098231816	-0.0035628548	1	0.0007516444	0.9481360032	17.2589554544	-12.3690528402	2	4.4052271744	14571	1	2	0		
190423_03-04-0060	21	1.1118784713	0.0726327681	1.1672718409	3.8555270635	2.9730177875	1.6210494433	1.3519683442	8	0.112349316	89.375	795.5099608502	1037.9183053469	1152.1619531595	0.7122459745	0.622194728	183.6423217572	1.4246435597	128.9040479686	0.4951922124	1	741.5454310318	831.8919231088	1037.7396781842	1152.4592424039	2.94753095065707E-09	0.0088768089	-0.0034915198	6	0.0007516438	0.9157073327	23.0671314244	-17.7046680536	3	4.3611635043	18104	0.9990067321	2	0		
190423_03-04-0061	21	1.1885269967	0.5029942202	1.3532690719	3.2420988866	2.292510108	0.3407836665	1.9517264416	23	0.1317145292	83.5625	634.4212785584	176.060039286	1021.3875651209	0.802828157	0.7035813003	159.0031235201	1.6772599846	94.7993304413	0.3348320723	1	590.0810881297	814.0465345581	175.4222380929	1021.5840427442	-1.20518754174812E-09	0.0130051362	-0.0029115784	1	0.0007516426	0.9422962623	24.3925595875	-10.9319157758	3	4.3543124431	11709	1	2	0		
190423_03-04-0062	21	1.167612038	0.1067177301	1.2718823396	3.2420988866	1.6210494433	0.625	0.9960494433	12	0.1465723976	94.8125	646.8646317283	329.967025876	1475.9204362135	0.8361686678	0.6129415022	195.8314234124	1.8232458449	107.4081281818	0.322129288	1	591.7886493304	882.3045577285	330.8314312742	1473.4593517677	4E-09	0.0116343463	-0.0030757726	5	0.000751643	0.9741074412	15.5811181994	-18.0605595311	1	4.3429789221	15497	0.9993551299	2	0		
190423_03-04-0063	21	3.0056515005	0.4688710305	5.0344293847	3.8555270635	0.0063322244	0.0048828125	0.0014494119	4	0.1041151271	73.375	704.7486955291	58.0362976407	956.4041455726	0.9917993516	0.3015264977	333.43930565	7.8244372186	42.6151167595	-1.2632867883	0	592.0661496034	810.1939459464	59.0274293332	952.1133855592	1.32052213250947E-09	0.0122439989	-0.0074619508	3	0.0007516432	0.9773120758	17.8468891926	-13.6630309792	1	4.3274735057	10469	0.9998089963	2	0	1	
190423_03-04-0064	21	1.0528472153	0.0443507612	1.0754293631	4.2044820763	0.6815673329	0.4819408829	0.19962645	5	0.1053472434	85.4375	811.0084061563	1380.8509482027	541.0785168412	0.5788902703	0.6451789627	167.5503485167	1.2263837514	136.6214680606	0.0714248559	1	785.7790737359	745.4142812823	1379.980160891	543.0474266117	-3.46400650868884E-09	0.0083399578	-0.0039788583	12	0.0007516439	0.9444696113	25.0276980174	-17.599290668	2	4.3128108062	17665	0.9915244724	2	0		
