exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	neural	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190508_03-04-0230	21	1.1186049274	0.0194357039	1.1866788125	4.2044820763	4.585020216	3.5355339059	1.0494863101	4	0.0383401763	32.53125	848.4898377488	1321.3808797909	893.0670731707	0.6442377631	0.7086419753	88.7339336899	1.3074881673	67.8659554296	0.8105515404	1	726.1058595683	787.0159241852	1327.2185815216	848.9122890197	7.28427811461695E-09	0.0191088561	-0.0037641511	3	0.0007516457	0.9304208274	20.6925098877	-7.8950331762	2	2.6716507713	4592	0.7148194271	6	0		
190508_03-04-0231	21	1.1353078038	0.071036646	1.2190376651	3.5355339059	3.2420988866	1.767766953	1.4743319337	8	0.0621034626	51.125	823.2230199186	530.6628233971	1010.7691226097	0.5317959994	0.6974600373	104.666469185	1.1808153073	88.6391534216	0.4850528893	1	643.4085852028	802.1425239711	530.0924882728	1009.4892872412	1.34855285184914E-09	0.0122202007	-0.0046004571	1	0.0007516448	0.929317395	11.625711533	-8.6621287103	1	2.6658069362	7112	1	6	0		
190508_03-04-0232	21																				0	684.6769143655	793.6184092212	346.4753513361	857.1515045409	1.89454228469677E-09	0.0495261243	-0.029820913	0	0.0007516426	0.9973658438	5.2931831382	-6.2293145643	0	2.6480116994			6	1		1
190508_03-04-0233	21	1.0789643491	0.0846847452	1.143999694	3.5355339059	2.5	0.8105247217	1.6894752783	14	0.0672395373	50.53125	751.5109713952	444.4436922061	135.516347424	0.8672803974	0.7513647643	125.3371080266	2.008758348	62.3953140749	-0.1786334813	1	625.8011951356	719.2254760466	441.5563636146	136.3521012719	4.14499365430574E-09	0.0149897069	-0.0052143516	4	0.0007516443	0.9444562159	12.1280955124	-8.2854810718	1	2.623957999	6056	0.9859980462	6	0		
190508_03-04-0234	21	1.006564393	0.0002503867	1.006564393	5	3.8555270635	3.8555270635	0	1	0.0329677997	29.328125	889.5991030042	1338.4540763674	958.7278121775	0.5398735201	0.7950769231	76.8872895381	1.1880066207	64.7195800083	0.0693398011	1	704.0883082012	788.1939423168	1340.0546603727	903.60420465	-2.26407225233432E-09	0.0131000457	-0.0043597722	2	0.0007516454	0.9366525765	23.1451094296	-10.1202051061	1	2.6239011991	3876	0.7576231431	6	0		
190508_03-04-0235	21	1.0897168594	0.0650882034	1.1424277886	3.8555270635	2.9730177875	1.4865088938	1.4865088938	9	0.0762739564	60.28125	790.3254645833	556.1816246896	502.2221828071	0.5694250696	0.768189663	114.6851079073	1.2164810196	94.2761177979	-1.0639033756	1	646.9137750738	750.9639425062	555.1413379591	503.2154448558	2.2733398266902E-09	0.0125933163	-0.0044821783	1	0.0007516446	0.9187911399	13.1391967835	-8.5986643579	2	2.6199329389	8457	1	6	0		
190508_03-04-0236	21	1.0907208824	0.1286898977	1.1533473868	3.5355339059	2.5	0.9638817659	1.5361182341	12	0.0946065287	70.1875	741.8885461556	580.6728176011	1224.6727162121	0.4864251482	0.7564810554	120.6109434046	1.1445284777	105.3804651942	-0.0861625955	1	649.438323477	837.2883548813	581.2912487845	1223.3996623385	-5.47336292443845E-09	0.0130475368	-0.0038058724	2	0.0007516444	0.9048015737	12.3018382168	-7.8997943772	3	2.6195959136	9863	0.9996959254	6	0		
190508_03-04-0237	21	1.1224960797	0.1035141006	1.2630865057	3.8555270635	0.0358204704	0.01953125	0.0162892204	8	0.011703284	10.265625	877.1576415879	748.5703648548	1337.5830230827	0.9835897221	0.2001490313	129.9396534937	5.5426327962	23.4436698717	1.2123279965	0	656.9407628719	800.9799364782	680.9184304419	938.8365062871	1.68442544673246E-09	0.0121723179	-0.0058260522	19	0.000751645	0.9646283394	6.7294498348	-12.7936723548	1	2.6007437964	1343	0.4151468315	6	1	1	
190508_03-04-0238	21	1.1454308265	0.1289031189	1.270617069	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.0489828268	43.25	882.9625166624	344.3192268268	1066.4290525699	0.7152725801	0.6672855189	114.1132832665	1.430931292	79.7475629364	0.1993426249	1	621.5556199818	816.2526550166	342.4151569451	1078.2921413773	1.67560138076386E-09	0.0109678785	-0.0039508947	2	0.0007516451	0.9176555044	11.2998709856	-7.4458666915	4	2.5828817561	6829	0.9420609739	6	0		
190508_03-04-0239	21	1.0089533055	0.0025349579	1.0139181955	4.585020216	2.7262693317	2.1022410381	0.6240282935	4	0.0725010594	58	799.9883099395	695.1956469166	456.5371221282	0.4565709083	0.7026338148	109.2071482306	1.1239907629	97.1601830141	0.8680038522	1	662.3945946978	746.8078192437	696.4223426185	456.3016489154	-8.15343766416165E-09	0.0131893639	-0.0045534138	1	0.0007516451	0.9201015842	17.3087475115	-9.4231899284	3	2.5782866798	8270	1	6	0		
190508_03-04-0240	21	1.0540736198	0.0368548092	1.0790362461	3.8555270635	2.7262693317	1.6210494433	1.1052198883	7	0.0866208238	69.875	806.6766962687	639.6330648653	1182.7364683468	0.8992519154	0.611372902	185.5068011201	2.2860741582	81.1464494526	0.4046169984	1	659.2371779521	839.7813235174	638.2046149945	1182.195326523	6.5375921805629E-09	0.0110264264	-0.003622581	1	0.0007516444	0.9014569409	11.6270694987	-8.9459010593	4	2.5757456262	11547	1	6	0		
190508_03-04-0241	21	1.0600476597	0.0596941873	1.1080772435	1.9277635318	2.5	0.7432544469	1.7567455531	15	0.0622461934	47.46875	762.5968341948	334.9874013103	1493.4994120612	0.7098444005	0.6737211408	105.1292537476	1.4197315276	74.04868576	0.741679844	1	619.7580460993	836.5532984397	340.0558004897	1456.5975540664	4.84633813577094E-09	0.0141159726	-0.0041103402	5	0.0007516443	0.9625528693	10.3665321082	-17.1391808483	1	2.567110783	5953	0.783598789	6	0		
190508_03-04-0242	21	1.0958489357	0.0544535981	1.1419706939	3.8555270635	2.9730177875	1.767766953	1.2052508345	7	0.0113512543	10.1796875	896.7896631642	905.2886776145	1200.9481417459	0.9404416761	0.3168127054	79.7539379254	2.9415651368	27.1127560389	0.4008968282	0	685.0809388534	819.6269201243	926.8067944381	1220.2951265734	-5.34718031294166E-10	0.0170741331	-0.0066916806	9	0.0007516468	0.9143722556	12.1461590173	-7.8664604434	2	2.5616555409	1157	0.601038961	6	1		1
190508_03-04-0243	21	1.053036804	0.0034089705	1.0597159968	4.585020216	4.2044820763	3.8555270635	0.3489550127	2	0.0217812591	19.453125	893.1129713534	1510.8594783963	746.4702218762	0.840602028	0.7252964427	78.2025402302	1.8461996149	42.3586591604	0.087706562	1	727.3987527429	784.896411609	1499.6067447807	803.71936919	-4.86438013260774E-09	0.0130501144	-0.0050905037	2	0.0007516455	0.9448375811	20.3032396884	-8.250386684	2	2.5608014191	2569	0.5913904236	6	0		
190508_03-04-0244	21	1.1837120736	0.2851717119	1.2783828083	2.7262693317	2.292510108	0.8105247217	1.4819853864	13	0.0691837707	55.34375	799.9527838242	639.7519235872	1325.0257362696	0.3909959452	0.733125851	102.2917299088	1.0864931083	94.1485308389	-0.430120231	1	655.7389991106	835.0253070161	640.0279143482	1324.9858250302	-6.53877023757883E-09	0.0148756041	-0.0039761126	1	0.0007516447	0.9209356461	9.9663907547	-10.4673460599	2	2.5554546637	7538	1	6	0		
190508_03-04-0245	21									0.0459372506	39.09375	851.0250292657	1260.1642966949	984.8568408916	0.8523451607	0.7669859985	115.343913711	1.9121202452	60.3225210334	-1.5507852291	1	714.7636180349	794.5852817169	1256.4230570757	972.9089927442	7.66211760202819E-10	0.0131294461	-0.0043272291	4	0.0007516451	0.9446848676	16.2341972688	-9.239753081	0	2.55417545	5204	0.8482477588	6	0		
190508_03-04-0246	21	1.0805693036	0.0373742377	1.129593838	3.8555270635	2.7262693317	1.3631346658	1.3631346658	9	0.0587956705	46.875	797.2525802934	829.553169907	1457.7288250211	0.9610274056	0.3797752809	173.9678526488	3.6172498697	48.0939550528	-0.4269851144	1	680.9532774698	828.0236832718	833.4263071767	1458.3986415864	2.60672199250841E-09	0.0168296089	-0.0050020484	2	0.0007516449	0.9521734688	10.5180529049	-11.3094517608	2	2.5412699535	5915	0.9998309669	6	0		
190508_03-04-0247	21	1.0996145341	0.0611260357	1.1410708719	3.8555270635	2.7262693317	1.4865088938	1.2397604379	8	0.0560182499	43.5625	777.6483574705	388.3017723881	1370.3140547264	0.8623655752	0.5749530705	129.6893574795	1.975167797	65.6599189587	0.6366280241	1	623.4096042412	833.775232622	411.3985478874	1267.2121676175	6.12806435659138E-09	0.0133368618	-0.0036634706	2	0.0007516443	0.9281447379	14.3864668223	-8.2125640383	1	2.5331217099	6432	0.632697226	6	0		
190508_03-04-0248	21	1.0400361003	0.0120228431	1.063419725	4.2044820763	2.292510108	1.4865088938	0.8060012143	6	0.045418184	37.34375	822.2202370445	482.1580251283	1468.8747124403	0.9031530014	0.6739415623	130.5132883992	2.3292712426	56.0318120159	0.2647980255	1	634.4123433363	864.9076873291	481.1222377837	1486.0399768771	1.4258612359923E-09	0.0111064629	-0.0053216899	5	0.0007516441	0.954261296	10.0374037451	-14.6699783079	1	2.5092286804	5651	0.7316157431	6	0		
190508_03-04-0249	21	1.1045686789	0.0909705943	1.172571461	3.8555270635	2.7262693317	1.25	1.4762693317	10	0.0633320447	51.84375	818.6021820123	560.8261360429	280.7734970364	0.6360644929	0.7510333863	108.7076661412	1.2959479996	83.882737711	-0.0976294967	1	648.745423135	728.630842461	560.1315609197	280.2607563689	3E-09	0.0125778651	-0.0042576472	1	0.0007516457	0.9210086167	10.5856048408	-9.7830333658	1	2.504987423	7086	1	6	0		
190508_03-04-0250	21	1.2304531579	0.1357877551	1.4033095852	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.0097413672	8.65625	888.607295257	239.0865290069	979.9606686332	0.9770689283	0.2849537686	87.8398611045	4.6965280257	18.7031485012	1.1645569971	0	640.6260353851	784.2014961795	246.6060817345	818.458235328	9.25867313557666E-10	0.020186937	-0.0077624432	9	0.0007516435	0.9461747124	11.4482415444	-6.5487032707	3	2.4970669076	1017	0.4415979158	6	1	1	
190508_03-04-0251	21	1.0798001279	0.1323583647	1.1130305739	3.5355339059	2.5	0.8838834765	1.6161165235	13	0.0745490676	60.59375	812.8035928871	718.7793140991	313.1698421339	0.7839749153	0.7449310624	138.9628826878	1.6108441946	86.2671158118	-0.016818925	1	667.3921994442	726.6117239091	719.7367258329	313.6759861259	-4.65210529808632E-09	0.0116696167	-0.0044859887	1	0.000751645	0.9057548369	10.1971077301	-9.6118239606	2	2.468809608	9185	1	6	0		
190508_03-04-0252	21	1.0017881208	0.0002628793	1.0017881208	5	0.7432544469	0.7432544469	0	1	0.0410773745	35.53125	864.9834725609	1433.5307159353	694.0713625866	0.7702797777	0.7121710526	93.533051357	1.5681204982	59.6465969704	0.1120334677	1	715.789241165	777.8833329743	1433.9322676505	694.5695077638	3.20334649725881E-09	0.0140360006	-0.0045037256	1	0.0007516453	0.9387938686	17.8573210303	-10.1871187739	1	2.4467391848	4330	1	6	0		
190508_03-04-0253	21	1.0990803318	0.0505337672	1.1573908843	3.5355339059	2.9730177875	1.6210494433	1.3519683442	8	0.0540069287	45.78125	847.6921594284	360.9445204438	252.6265389877	0.2849846597	0.7527459954	94.300486342	1.0432619037	90.3900410894	0.2818297017	1	622.9188718027	741.3802118423	360.3639975611	276.6835802767	1.37248779615978E-09	0.0125435004	-0.0041985328	3	0.0007516451	0.937258196	9.9506796768	-8.0045426018	1	2.4390420796	6579	0.9618421053	6	0		
190508_03-04-0254	21	1.1081222449	0.0799869956	1.1680247331	3.5355339059	2.7262693317	1.3631346658	1.3631346658	9	0.0680328863	54	793.7337802002	413.6154250427	1345.6920247011	0.8992797231	0.572815534	149.1561223617	2.2863729775	65.2370036875	0.609750936	1	628.432964553	832.585553688	416.5345930981	1300.4155147088	-7.49825348467589E-09	0.0145953428	-0.0042137361	3	0.0007516446	0.9267564166	11.8252760965	-8.4806532201	1	2.401019245	7611	0.8415524104	6	0		
190508_03-04-0255	21	1.0968620539	0.0789600921	1.1541012216	3.5355339059	2.7262693317	1.25	1.4762693317	10	0.0665919515	54	810.9088073689	477.7482573727	228.368766756	0.8769529582	0.6545582171	141.1924939795	2.0808353508	67.8537559075	-0.3996625937	1	637.589678987	737.9160073931	477.1654243172	231.5971978532	7.79898217983751E-12	0.0136098706	-0.0047461091	1	0.0007516467	0.9288741444	13.334922179	-7.8385224029	1	2.3942152386	7460	1	6	0		
190508_03-04-0256	21	1.0941176523	0.0867117934	1.151179209	3.5355339059	2.9730177875	1.25	1.7230177875	11	0.0569115292	46.84375	823.0977212352	849.940173742	1361.8613342075	0.5916100301	0.7592085615	98.7037712932	1.2403496622	79.5773758828	0.336407286	1	679.765519927	829.3259942164	849.3587987989	1361.7902080529	-8.50593325522282E-10	0.0145876706	-0.0040288668	1	0.0007516447	0.9246448851	9.9952952567	-7.7359268188	2	2.3903652251	6101	1	6	0		
190508_03-04-0257	21	1.0242394814	0.0187606061	1.0387059284	4.2044820763	0.7432544469	0.5255602595	0.2176941873	5	0.0327427373	29.203125	891.8962622436	1492.9838110403	713.3044055202	0.7089827746	0.7019374069	84.0850713951	1.4179855639	59.2989615243	-0.1326619525	1	712.5237897443	781.5390696865	1492.4305622641	736.2549007964	-6.76425569472071E-09	0.0144457204	-0.0051242242	2	0.0007516453	0.9427741677	19.7176484165	-7.1714161864	2	2.3553827611	3768	0.8507563784	6	0		
190508_03-04-0258	21	1.0616762522	0.0756216981	1.1855927613	3.8555270635	2.7262693317	0.625	2.1012693317	18	0.0374228776	33	881.8135346074	279.9981142749	1232.9336224779	0.9547374901	0.0663272964	362.0388424653	3.3619129385	107.6883456197	0.8155595392	0	599.5962895948	817.1338725691	287.2322592476	1128.6093638451	4.61894461250107E-09	0.0137826526	-0.0040129753	35	0.0007516451	0.9443961224	11.194178077	-8.7104925649	3	2.3552854652	5303	0.7448033708	6	1	1	
190508_03-04-0259	21	1.0300291006	0.0033483228	1.0575134377	4.585020216	4.2044820763	3.5355339059	0.6689481703	3	0.02800085	25.59375	914.0347515087	1462.8542298154	664.4017635712	0.6697664678	0.6214041096	79.748688316	1.3466711227	59.2191270544	0.561434024	1	718.8607112249	779.8378558209	1460.0923102612	708.1576935393	-1.72185110859132E-09	0.0128035483	-0.0050017407	6	0.0007516461	0.9377300096	19.237681607	-8.9505818384	1	2.353388664	3629	0.8125839678	6	0		
190508_03-04-0260	21	1.0438761593	0.0033483549	1.0702004829	4.585020216	4.2044820763	3.5355339059	0.6689481703	3	0.0362576795	32.46875	895.4999459029	1528.632460486	867.8931351734	0.7177634699	0.6350561798	89.7408881938	1.4361893654	62.4854147779	0.4777694163	1	704.4862843329	785.8366127266	1530.0094197082	868.34191354	-5E-09	0.0152502397	-0.0050172148	1	0.0007516451	0.956832576	15.6286458744	-6.0120066627	2	2.3431854615	4239	1	6	0		
190508_03-04-0261	21	1.0628613455	0.0106214596	1.0903284214	4.585020216	4.2044820763	3.5355339059	0.6689481703	3	0.0653199414	53.28125	815.6965369118	1296.2317434654	598.5742387497	0.8051405508	0.66433942	128.3523799671	1.6861016504	76.1237496766	-1.1763171703	1	727.3702536197	769.7079620778	1295.6985703047	599.4047923	5.43260518902157E-09	0.0128991096	-0.004216355	3	0.0007516454	0.9084392833	17.0605093231	-10.4322716075	3	2.3416778193	7422	0.999461352	6	0		
190508_03-04-0262	21	1.1115154388	0.0253431616	1.2047360289	4.2044820763	4.585020216	3.2420988866	1.3429213294	5	0.0505978188	43.9375	868.3674725519	1284.1091234347	1039.777131783	0.3269462369	0.7355263158	95.6028415219	1.0581529768	90.3487904117	-0.4322324414	1	724.0783057849	796.5995419798	1284.1239102415	1038.8510784538	-1.36685771547887E-09	0.0120291672	-0.0047679717	4	0.0007516455	0.9236601835	14.2053780085	-9.9831493895	2	2.3374313447	6708	0.9979172865	6	0		
190508_03-04-0263	21	1.1157798967	0.0981290496	1.1847480754	3.5355339059	2.9730177875	1.3631346658	1.6098831217	10	0.0698794247	55.1875	789.7532100171	523.776674591	1073.9517549993	0.7035625395	0.7413435621	114.0654635851	1.4071954337	81.0587220905	1.0844516674	1	640.5591094785	812.3335960129	522.5477957035	1073.4698692969	9.09068611560286E-09	0.0128221644	-0.0042132599	1	0.0007516445	0.9191846911	9.749779558	-7.1179626778	3	2.3302573282	7151	1	6	0		
190508_03-04-0264	21	1.0876774669	0.0902840355	1.1576222758	3.2420988866	2.7262693317	1.25	1.4762693317	10	0.0665376928	53.90625	810.1610946466	513.2752429806	1229.0037796976	0.6964607805	0.7622967689	115.1331582801	1.3935439863	82.6189624526	0.2716462529	1	646.6863039271	824.278270717	513.6883749251	1227.8546345134	-3.07549490888507E-09	0.0138071596	-0.0040084561	2	0.0007516447	0.9084614607	11.3998072782	-6.3224932111	2	2.3230184389	7408	0.999865029	6	0		
190508_03-04-0265	21	1.0047630557	0.0006498236	1.0048460794	4.585020216	2.7262693317	2.5	0.2262693317	2	0.0009273625	0.8681640625	936.1647732766	1051.4552238806	606.9552238806	0.9247980907	0.5826086957	24.7840315624	2.6284091893	9.429289649	-1.5591424965	1	697.9891455321	768.5872220984	1036.5533552731	614.1778949826	-5.49073282199928E-09	0.0080807321	-0.0069570442	6	0.0007516461	0.9135079536	11.3365030305	-8.0478008017	2	2.3106542624	134	0.9305555556	6	1		
190508_03-04-0266	21	1.0367055833	0.0492194325	1.0473359175	2.292510108	1.9277635318	0.8105247217	1.1172388101	11	0.0447040509	40.40625	903.8610417699	1096.0501958509	925.7497461193	0.852017572	0.7354886897	132.5043761303	1.9101715577	69.3677882481	1.4677796823	1	703.9628204648	792.4187040834	1095.9414311838	924.9432563931	-8.10517012246945E-12	0.009888707	-0.005374844	2	0.0007516454	0.9250565862	9.5221269242	-7.8135400993	2	2.3038400754	6893	0.9998549463	6	0		
190508_03-04-0267	21	1.0503137468	0.0358464583	1.0870934874	3.8555270635	2.5	1.0511205191	1.4488794809	11	0.0618095396	50.28125	813.4868877432	377.2024039175	151.7305238166	0.6265320693	0.7165337586	105.4622529687	1.2830454093	82.1968203164	-0.8184281231	1	630.3978138459	727.6220222737	377.8375233532	151.6454893832	-7.38649163277516E-11	0.0131777155	-0.0046234999	1	0.0007516451	0.9456054048	10.8992693888	-8.761453154	1	2.3024203545	6739	1	6	0		
190508_03-04-0268	21	1.1095249994	0.0498294549	1.180879235	3.8555270635	3.2420988866	1.767766953	1.4743319337	8	0.0143906695	13.2734375	922.3641417615	591.7813802686	612.4265863826	0.9235177254	0.5457532861	95.9868444761	2.6071829415	36.8163058091	0.0109174707	1	652.3008997177	767.4768912993	592.3382233991	613.2741020716	6.20819059555182E-09	0.0079422978	-0.0063514765	6	0.0007516456	0.9355272475	10.3804905365	-6.0354958701	1	2.2949732376	2159	0.9871970736	6	0		
190508_03-04-0269	21	1.1352448182	0.0254162417	1.2021029506	3.8555270635	2.9730177875	1.767766953	1.2052508345	7	0.0148911759	13.8125	927.5627465926	694.7544154752	732.5130361648	0.7587641918	0.7506313131	49.2070069996	1.5352365663	32.051742435	0.1910343673	0	669.9524695814	782.2799909307	693.8670659167	731.7135112937	-8.49324320796811E-10	0.0207457652	-0.0060669135	1	0.0007516462	0.9700102754	22.9807220551	-4.6310434065	1	2.2817027015	1189	1	6	1		1
190508_03-04-0270	21	1.1855284288	0.102969659	1.2759538021	3.5355339059	3.2420988866	1.767766953	1.4743319337	8	0.0410511172	34.28125	835.0868943363	498.3114934922	558.5945290095	0.5627231312	0.699537037	83.9249761988	1.2097084868	69.3761985775	-0.7406614846	1	638.2592551047	775.0644386621	493.0248024881	671.3881847373	7E-09	0.0127449442	-0.0049362923	2	0.0007516447	0.9269481949	9.8477327212	-8.4551540993	3	2.2768266075	4533	0.705744979	6	0		
190508_03-04-0271	21	1.1537849054	0.0671686825	1.2675237745	3.5355339059	3.2420988866	1.6210494433	1.6210494433	9	0.020159396	18.171875	901.4096960209	668.1722003376	685.5689364097	0.9169543878	0.5739664083	76.0538020037	2.5063156428	30.3448618783	1.1746415848	0	666.9380128027	780.0688607262	679.0735325218	704.5161274084	5.48721476104429E-10	0.019984798	-0.0062115489	2	0.0007516458	0.9487442037	33.7171574261	-5.2418953592	2	2.2459190092	1777	0.8727897839	6	1		1
190508_03-04-0272	21	1.0717278836	0.083365063	1.146777535	3.8555270635	2.7262693317	1.146255054	1.5800142777	11	0.0570847889	48.5	849.6133724596	563.3870645346	329.9183323815	0.5037205649	0.7689942907	102.6806473039	1.1575860668	88.7023870159	-0.2568343191	1	647.9822273531	741.8259980557	564.1904651031	330.0580504675	-5.06807572298579E-09	0.0123328649	-0.0047166143	1	0.0007516465	0.9003865381	12.4095288092	-7.9912171152	3	2.2418434294	7004	1	6	0		
190508_03-04-0273	21	1.1060002056	0.0887359638	1.1751760736	3.5355339059	2.9730177875	1.4865088938	1.4865088938	9	0.0547935758	45.84375	836.6628637084	497.3610926049	320.9528647568	0.6326251373	0.7721193416	99.9656287641	1.2912253452	77.4191965324	-0.4130994789	1	643.6752770121	743.7574336753	496.6419450795	320.6984224099	-2.72759859238689E-09	0.0130419222	-0.0041902132	1	0.0007516455	0.9086647572	11.7314787313	-7.4643684087	2	2.2394468345	6004	1	6	0		
