exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	mass.perc	region.majmin.ratio	region.extent	region.orient	mass.total	region.majaxis	threshold.area	region.centroid.0	region.centroid.1	region.minaxis	mass.region	region.eccentricity	threshold.perc	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	freq.rangesz	freq.maxsnr	freq.maxsnr.freq	freq.range.low	freq.range.high	freq.integrate	freq.avgsnr	length	artifact	signal	noise	hemodynamic	movement	res
190329_02-03_600components-0447	21	0.0007518703	-6.68673992247317E-10	-0.0094000374	0.0099349565	0														715.250826372	767.5645682007	1318.3139172862	833.3747030823	0.2791051667	-2.6672185896	4.1452073828	0.377039141	1	0.281680951	5.009728483	0.573127527	0.0048828125	0.2865637635	1.042168726	3.293693332	48	0	0	1			6.6
190329_02-03_600components-0448	21	0.0007518705	-6.36252581183591E-12	-0.0111244669	0.0107303599	0														715.7138009419	767.8858209791	1437.9095867814	580.984284318	0.2591982379	-2.095827391	3.2521493618	0.3768756749	1	0.3076171875	8.7151345802	0.0851959166	0.0048828125	0.3125	0.7814024416	2.8706575537	49	0	0	1			6.6
190329_02-03_600components-0449	21	0.0007518704	5.48037007656087E-09	-0.0096557881	0.0088968199	0														715.4204389143	767.6834890765	1413.1017951343	730.419844708	0.2364287344	-3.7248403634	3.9270866132	0.3766941184	1	0.2578973173	8.3618030722	0.0929068059	0.0048828125	0.2627801298	0.5784951679	3.0691470763	47	0	0	1			6.6
190329_02-03_600components-0450	21	0.0007518702	-1.1206192684474E-09	-0.01443991	0.0097174451	0														715.9741648883	766.9829518782	1408.3789843629	619.2969784893	0.2299172305	-2.2242092041	3.4779101337	0.376537115	1	0.2160880566	4.7704608817	0.1204852207	0.0048828125	0.2209708691	0.6712134152	3.0603620361	45	0	0	1			6.6
190329_02-03_600components-0451	21	0.0007518677	-2.73215841289893E-09	-0.0096243334	0.0164211282	0														716.1502643404	767.8799418756	1449.4324597226	749.7406128463	0.2887692993	-2.9302074519	3.5134176847	0.3758739706	1	0.236087629	7.2537963774	0.6815673329	0.0048828125	0.2409704415	1.1512041306	3.6570916972	46	0	0	1			6.6
190329_02-03_600components-0452	21	0.0007518691	8.30047837360664E-09	-0.0254427311	0.0086718673	0														715.8459843811	768.3307433628	1261.4989270747	735.3306696331	0.235694525	-4.2729676026	2.556613788	0.3756073307	1	0.2578973173	6.9310007507	0.1013155902	0.0048828125	0.2627801298	0.805255202	3.1463642372	47	0	0	1			6.6
190329_02-03_600components-0453	21	0.000751869	-9.52213290380812E-09	-0.019321584	0.0089661595	0														715.762384155	767.3915013516	1572.2011085119	657.7446012607	0.2231438056	-3.2646646356	3.6377307879	0.3753823217	1	0.2160880566	16.3431249295	0.1204852207	0.0048828125	0.2209708691	0.7453841769	3.9111385352	45	0	0	1			6.6
190329_02-03_600components-0454	21	0.000751868	1.26229342432887E-09	-0.0104512117	0.0095149185	0														715.1046522802	768.3765042846	1441.6072368608	625.6269005639	0.2279700172	-2.8566373956	4.0381251747	0.3752289243	1	0.3076171875	10.5889374877	0.078125	0.0048828125	0.3125	0.7505834139	2.8735573732	49	0	0	1			6.6
190329_02-03_600components-0455	21	0.0007518688	-1.13808811180641E-09	-0.0093272311	0.0102396136	0														716.1062738527	767.3928840097	1538.290566488	670.7268535652	0.2543631799	-3.4887033742	3.1361277002	0.3749846159	1	0.335900854	5.6729205516	0.1313900649	0.0048828125	0.3407836665	1.0367007077	3.1503435095	50	0	0	1			6.6
190329_02-03_600components-0456	21	0.0007518684	-2.58862542265994E-10	-0.0085315491	0.0089911301	0														715.4078734332	768.10238509	1396.7674556799	663.6317896849	0.1983869728	-3.868282375	2.4307060997	0.3749618275	1	0.3076171875	5.2498032613	0.1204852207	0.0048828125	0.3125	0.56413194	2.597089017	49	0	0	1			6.6
190329_02-03_600components-0457	21	0.0007518682	1.37010044632427E-09	-0.0102264743	0.0094657849	0														716.2322583732	767.8190011592	1324.1335146032	644.9124639913	0.2234821999	-3.0757422189	3.1295336818	0.3748648037	1	0.335900854	6.1716305906	0.3125	0.0048828125	0.3407836665	1.0554207704	3.3670246833	50	0	0	1			6.6
190329_02-03_600components-0458	21	0.0007518701	-5.32637058099567E-09	-0.0118423313	0.015973932	0														715.8339316341	767.6805580994	1165.4227603016	836.1985022997	0.3041645931	-3.6610559593	2.6567950754	0.3748093709	1	0.281680951	6.369072324	0.5255602595	0.0048828125	0.2865637635	1.1970844987	3.2879491754	48	0	0	1			6.6
190329_02-03_600components-0459	21	0.0007518683	6.84074971054746E-09	-0.0103021002	0.0090870216	0														714.5448966949	768.1548577315	1533.6527346074	674.3802327777	0.3458858268	-3.114631552	3.9020083701	0.3745648737	2	0.2569734544	6.8031544232	0.9638817659	0.0058066754	0.2627801298	1.4276796281	3.8041294798	45	0	0	1			6.6
190329_02-03_600components-0460	21	0.0007518696	-5.29999533066917E-09	-0.0082070275	0.0134262743	0														715.5526642188	767.3976383174	1240.0050125834	767.4366701249	0.2266909151	-4.0042510956	3.7320826445	0.3744918112	1	0.335900854	6.3345860102	0.1313900649	0.0048828125	0.3407836665	1.0496048376	3.4652721528	50	0	0	1			6.6
190329_02-03_600components-0461	21	0.0007518701	5.64123267369455E-09	-0.007985356	0.0100290283	0														715.4389768662	767.7471484619	1327.5535309595	779.3877924336	0.2450826474	-2.9155894662	3.4469242495	0.3744907329	1	0.3076171875	4.4549816086	0.15625	0.0048828125	0.3125	1.0199033461	2.990245863	49	0	0	1			6.6
190329_02-03_600components-0462	21	0.0007518688	-2.35494207018954E-09	-0.0153545857	0.015227291	0														715.3233307056	769.438475048	1189.7702817164	605.0533448253	0.2793820357	-2.4702531443	3.2679232617	0.37440331	1	0.2578973173	5.4471905336	0.625	0.0048828125	0.2627801298	1.1155404746	3.2761221089	47	0	0	1			6.6
190329_02-03_600components-0463	21	0.0007518706	-7.24327653999738E-10	-0.0113722695	0.00835468	0														716.3833208282	767.9645879625	1448.5652166041	710.143364025	0.2556149919	-3.7004478014	3.526475895	0.3743915167	1	0.281680951	5.0264010972	0.4052623608	0.0048828125	0.2865637635	0.7978689703	2.8031462528	48	0	0	1			6.6
190329_02-03_600components-0464	21	0.0007518705	5.35135160072505E-09	-0.0152570859	0.0118180261	0														715.7490401675	768.0473571859	1201.737336946	820.8183443942	0.2271053561	-2.2585655961	3.4717751896	0.3742550261	1	0.3667444109	13.9094850348	0.078125	0.0048828125	0.3716272234	0.6344832353	3.4945577105	51	0	0	1			6.6
190329_02-03_600components-0465	21	0.0007518702	1.90569149270633E-09	-0.0087050788	0.0183217289	0														715.1728755326	768.5909355717	1570.1699161506	670.0388145237	0.2582893385	-2.8621220937	3.4074355103	0.3736449282	1	0.335900854	6.0902364092	0.3125	0.0048828125	0.3407836665	1.093361321	3.2673910734	50	0	0	1			6.6
190329_02-03_600components-0466	21	0.0007518716	-1.62126375799106E-10	-0.0096897605	0.0104533413	0														716.296223055	768.3258639358	1404.4382559568	689.2468254511	0.2223414874	-3.009375414	2.9255920566	0.373240141	2	0.3055946603	5.0493639545	0.9638817659	0.0069053397	0.3125	0.8529444331	3.0867421051	45	0	0	1			6.6
190329_02-03_600components-0467	21	0.0007518703	0.000000003	-0.0101829257	0.0091112491	0														715.6147551709	767.8437312643	1415.0954077397	659.3720227811	0.2390858439	-2.4441538733	3.210832872	0.3726803864	1	0.236087629	5.0171981884	0.1703918332	0.0048828125	0.2409704415	0.6673818584	2.9366985832	46	0	0	1			6.6
190329_02-03_600components-0468	21	0.0007518702	-9.39210732342021E-09	-0.0122613782	0.0127069556	0														713.5828544542	768.6774798583	1364.6940167914	696.7982373588	0.2800974222	-2.4019286886	3.4794778537	0.3726686219	1	0.2578973173	4.9716911025	0.1104854346	0.0048828125	0.2627801298	1.0205912108	3.1434609048	47	0	0	1			6.6
190329_02-03_600components-0469	21	0.0007518719	0.000000007	-0.0159506193	0.0079822242	0														715.2546379535	767.2965609486	1530.3156982693	611.8997730931	0.2029494588	-2.6726504316	3.4523626758	0.3725626422	1	0.2578973173	5.498322734	0.4819408829	0.0048828125	0.2627801298	0.7589258143	2.7910512809	47	0	0	1			6.6
190329_02-03_600components-0470	21	0.0007518686	-0.000000003	-0.0122876992	0.0121690396	0														714.880698488	768.4478163407	1306.0192592194	708.2222653853	0.2488748724	-3.0436618577	2.7685188243	0.3724073487	1	0.3076171875	5.5563513392	0.0929068059	0.0048828125	0.3125	0.9549351772	2.9288076865	49	0	0	1			6.6
190329_02-03_600components-0471	21	0.0007518695	1.87775495078893E-09	-0.0084879822	0.0105222596	0														716.184139088	767.3495412127	1464.7187220867	754.2737764883	0.2398857713	-3.3248851834	2.6409838936	0.3721126067	1	0.281680951	5.0533253863	0.625	0.0048828125	0.2865637635	0.8490523858	2.9224104648	48	0	0	1			6.6
190329_02-03_600components-0472	21	0.000751868	-1.21044352744669E-09	-0.0101700025	0.0089568198	0														715.056231671	768.3259834287	1367.1770311496	830.0990713519	0.2443582177	-3.4400562346	2.6648162561	0.3720020883	1	0.3076171875	9.3294594024	0.0851959166	0.0048828125	0.3125	0.7270957554	3.0119965184	49	0	0	1			6.6
190329_02-03_600components-0473	21	0.0007518691	1.88908267635833E-09	-0.0095474868	0.0102734687	0														715.5373695076	768.1141244753	1477.2677178799	681.5319003205	0.2718020151	-3.0893169885	2.6099303893	0.3710593425	1	0.236087629	5.2970306733	0.1432818818	0.0048828125	0.2409704415	0.813559536	3.2619932262	46	0	0	1			6.6
190329_02-03_600components-0474	21	0.0007518693	-1.36468910455706E-09	-0.012651975	0.0130868936	0														716.3121575886	767.19973671	1571.6658896909	662.3661263701	0.2141682671	-3.1635640811	2.6397528523	0.3710221008	1	0.2812390187	6.4703036927	0.4819408829	0.0053247448	0.2865637635	0.6601189367	3.0220240652	47	0	0	1			6.6
190329_02-03_600components-0475	21	0.0007518692	3.08944003139646E-09	-0.0115447058	0.0184405023	0														715.6020699234	768.2998421767	1377.4220981114	770.6036473968	0.2061366011	-2.4957882508	3.261868192	0.37092409	1	0.335900854	5.1173501036	0.4052623608	0.0048828125	0.3407836665	0.8384256339	3.1495507609	50	0	0	1			6.6
190329_02-03_600components-0476	21	0.0007518708	4.68277228647223E-09	-0.0181738647	0.010153086	0														715.9041697532	767.3293543249	1114.3633477404	813.5717124744	0.2458824256	-3.2344418959	2.4470718505	0.3709121868	1	0.3076171875	5.1342982538	0.4052623608	0.0048828125	0.3125	0.8597012576	3.0671026766	49	0	0	1			6.6
190329_02-03_600components-0477	21	0.0007518687	-8.2060018579412E-10	-0.0101297054	0.0113020391	0														715.5715171637	767.5043633446	1453.2016783221	716.9451027464	0.188704005	-3.6904807183	3.5180240588	0.3707443025	1	0.2578973173	7.4208496812	0.1013155902	0.0048828125	0.2627801298	0.5742517793	2.565985938	47	0	0	1			6.6
190329_02-03_600components-0478	21	0.0007518701	-1.9443867727412E-09	-0.0083235477	0.0080600388	0														715.427977966	768.1686964801	1279.50053468	675.2887794456	0.2049882686	-3.3255786195	2.8208924996	0.3702156061	1	0.281680951	3.5119716772	0.4052623608	0.0048828125	0.2865637635	0.6105387132	2.4043200387	48	0	0	1			6.6
190329_02-03_600components-0479	21	0.0007518694	-1.5050046551922E-09	-0.0097360574	0.0088901912	0														715.0461198512	767.7891983529	1428.228049161	733.0369951385	0.2259363152	-2.907498919	3.5436232923	0.3701735472	1	0.335900854	4.1809241224	0.4052623608	0.0048828125	0.3407836665	0.7190549785	2.5897661128	50	0	0	1			6.6
190329_02-03_600components-0480	21	0.0007518703	-4.32139544383645E-09	-0.0119553436	0.0113266014	0														715.1688890312	767.5020327688	1375.9791820983	697.4089696561	0.2306066951	-2.9582829268	3.3390559595	0.3701652638	1	0.3667444109	7.5388529942	0.0656950324	0.0048828125	0.3716272234	0.610383874	2.5172150341	51	0	0	1			6.6
190329_02-03_600components-0481	21	0.0007518693	5.69977444887383E-10	-0.0086936856	0.0150757134	0														715.5517774731	767.87550206	1404.489286398	758.3280102864	0.2644825502	-3.1866588154	3.544530545	0.370051849	1	0.2578973173	6.079630349	0.1104854346	0.0048828125	0.2627801298	1.0064341913	3.4427951796	47	0	0	1			6.6
190329_02-03_600components-0482	21	0.0007518695	-2.27237501641246E-09	-0.008301092	0.0099467481	0														715.7312760747	767.7193188314	1438.7894201556	719.8242604935	0.2295174753	-3.0435236892	3.7286449211	0.3700206395	1	0.3076171875	5.1809830053	0.1313900649	0.0048828125	0.3125	0.7990711039	3.0290131337	49	0	0	1			6.6
190329_02-03_600components-0483	21	0.0007518707	4.08847431615561E-09	-0.0099937951	0.0195302723	0														715.6392431394	767.0443973192	1536.0957454513	654.8146509918	0.2590286975	-2.4387045838	3.5231211199	0.3700059628	2	0.29296875	6.0840006751	0.625	0.01953125	0.3125	0.7935739968	3.1655742051	33	0	0	1			6.6
190329_02-03_600components-0484	21	0.0007518671	-1.60897519193782E-09	-0.00887529	0.0096127836	0														714.9533820364	767.4419446509	1304.6699610328	733.8399280236	0.221004678	-2.9212009225	3.7613564906	0.3698431669	1	0.2578973173	4.9073091437	0.573127527	0.0048828125	0.2627801298	0.6858288112	2.8131264033	47	0	0	1			6.6
190329_02-03_600components-0485	21	0.0007518695	1.16165740630914E-09	-0.0087919089	0.0139827156	0														716.5767215576	767.9089686052	1189.7243232787	799.5368726129	0.2480018252	-3.1487354761	2.6912947708	0.3698328182	1	0.281680951	4.5675494721	0.4052623608	0.0048828125	0.2865637635	0.8692018425	2.961054594	48	0	0	1			6.6
190329_02-03_600components-0486	21	0.0007518682	-8.89123809556714E-09	-0.0196544044	0.0101193215	0														716.2309933153	768.0618083289	1469.5879467623	609.7534138355	0.2179059628	-4.0014115512	3.6458459277	0.3696983257	2	0.2569734544	5.8375450117	0.625	0.0058066754	0.2627801298	0.7806837126	3.2794745908	45	0	0	1			6.6
190329_02-03_600components-0487	21	0.0007518693	2.63646764531065E-09	-0.0096481209	0.0087184928	0														716.1346824363	767.6223195475	1565.8399020877	665.8254857244	0.2240866362	-3.1483299285	3.4451489918	0.3696113209	1	0.281680951	5.3948250689	0.3716272234	0.0048828125	0.2865637635	0.800264268	2.8973062721	48	0	0	1			6.6
190329_02-03_600components-0488	21	0.0007518703	1.34858761153648E-09	-0.0086772123	0.0100057615	0														715.4377969291	767.5440347095	1510.7290900774	666.81021881	0.2525441427	-2.6140629595	3.4072718148	0.3694453822	1	0.236087629	8.8901353965	0.1013155902	0.0048828125	0.2409704415	0.8214443569	3.4200410826	46	0	0	1			6.6
190329_02-03_600components-0489	21	0.0007518685	-3.66477267277677E-09	-0.0130185273	0.0112103267	0														715.527735454	768.0261347044	1493.6524274863	663.7970631895	0.199544091	-2.4302018329	3.5424133862	0.369222197	2	0.3652949991	4.3728218004	0.4819408829	0.0063322244	0.3716272234	0.6321076326	2.3037041145	48	0	0	1			6.6
190329_02-03_600components-0490	21	0.0007518696	-7.62653602729299E-10	-0.0104874032	0.0105847317	0														714.4989175263	767.577027662	1464.5015561461	635.0449942693	0.2498578365	-3.305725843	2.9791195723	0.3691250085	1	0.3076171875	6.930611086	0.078125	0.0048828125	0.3125	1.0522295365	3.2534189329	49	0	0	1			6.6
190329_02-03_600components-0491	21	0.0007518704	-2.03387455909742E-11	-0.0089081712	0.0082546888	0														715.7013861894	767.2581731957	1455.0926949512	662.6370950854	0.2853598584	-3.0179567029	3.2732452675	0.3690503763	1	0.281680951	9.8021936349	0.5255602595	0.0048828125	0.2865637635	1.1817060809	3.9865839132	48	0	0	1			6.6
190329_02-03_600components-0492	21	0.0007518685	-3.76199789785463E-09	-0.0085372623	0.0092546282	0														715.4309222408	767.4760432759	1447.9564809227	614.557107324	0.257125018	-2.9300325649	3.1532575459	0.3689178569	1	0.2578973173	3.6600824426	0.8105247217	0.0048828125	0.2627801298	0.7044299777	2.2997796283	47	0	0	1			6.6
190329_02-03_600components-0493	21	0.0007518702	-5.44342936866509E-10	-0.0119720428	0.0097427006	0														716.0110228998	767.9207354027	1459.0859640481	681.9553132669	0.2314752137	-2.431013258	4.0746684387	0.3689049592	1	0.335900854	7.9146888296	0.0716409409	0.0048828125	0.3407836665	0.5854135968	2.5602201833	50	0	0	1			6.6
190329_02-03_600components-0494	21	0.0007518709	1.13172300558254E-08	-0.0121569569	0.0262711739	0														715.5665005248	768.3019189432	1082.4289985321	739.6778412337	0.2097508197	-3.7238269082	2.9998824588	0.3688789518	1	0.2578973173	12.0355257152	0.0929068059	0.0048828125	0.2627801298	0.8134188855	3.776251738	47	0	0	1			6.6
190329_02-03_600components-0495	21	0.0007518698	-1.06342023203247E-10	-0.0101149098	0.0085794686	0														715.1138931228	768.0283845952	1433.8667642354	638.137037893	0.2134021358	-2.9922566925	3.8063749362	0.3683747229	1	0.335900854	5.8136528053	0.0716409409	0.0048828125	0.3407836665	0.6137562216	2.9346664859	50	0	0	1			6.6
190329_02-03_600components-0496	21	0.0007518698	2.92890339143086E-10	-0.0096070128	0.0110310721	0														715.489432281	767.7906636198	1522.3698969435	686.4460032944	0.1865061984	-2.4965220306	4.0098325079	0.3681664346	1	0.3667444109	5.3443612339	0.0716409409	0.0048828125	0.3716272234	0.5465004576	2.6423924533	51	0	0	1			6.6
190329_02-03_600components-0497	21	0.0007518714	-5.13899954881836E-10	-0.010811252	0.0098649758	0														715.7679026034	768.2367768728	1570.014212328	652.3993346838	0.2230184247	-3.3552045446	3.3891380367	0.3680263333	1	0.281680951	6.4890817789	0.1104854346	0.0048828125	0.2865637635	1.0162334738	3.5631280696	48	0	0	1			6.6
190329_02-03_600components-0498	21	0.0007518686	-1.7887004354549E-09	-0.0187147699	0.0104457249	0														715.7819972943	767.3295375604	1523.2994483069	636.5277697452	0.215971634	-2.8627612155	2.6789179987	0.3679754768	1	0.4003795483	6.9951197755	0.0602426104	0.0048828125	0.4052623608	0.5794936716	2.3696949028	52	0	0	1			6.6
190329_02-03_600components-0499	21	0.0007518682	-1.18757197643504E-09	-0.0093749527	0.0096666842	0														715.7207713295	768.1962327871	1351.4776630114	774.5161835119	0.2020878183	-2.6637892492	2.973190377	0.3678812061	2	0.3076171875	6.2846693394	0.078125	0.0048828125	0.3125	0.6204609703	2.5541191888	49	0	0	1			6.6
190329_02-03_600components-0500	21	0.0007518683	3.11579466165587E-09	-0.0133082893	0.0093915249	0														716.6695956701	767.6001244465	1523.9217039672	677.977199188	0.1930657221	-2.6740894837	3.0349812989	0.367846838	2	0.3018505104	3.9350263381	0.573127527	0.0106494896	0.3125	0.5077142291	2.256607053	40	0	0	1			6.6
190329_02-03_600components-0501	21	0.0007518691	-1.62022535343437E-09	-0.0086579652	0.0100714106	0														715.9983658138	768.1164797014	1522.9994107436	652.2335685799	0.1757598404	-3.6459867013	3.5890984189	0.3675486883	1	0.281680951	7.5088011262	0.0851959166	0.0048828125	0.2865637635	0.513543079	2.686616369	48	0	0	1			6.6
190329_02-03_600components-0502	21	0.0007518692	1.16413123972114E-09	-0.011161473	0.0099919824	0														715.8078144004	767.4082349454	1396.0912722847	751.6575615576	0.2152133314	-2.9404257401	2.9401784068	0.3674569913	1	0.3667444109	6.1459485597	0.078125	0.0048828125	0.3716272234	0.77202202	2.6211869362	51	0	0	1			6.6
190329_02-03_600components-0503	21	0.0007518711	-2.91726145289465E-09	-0.0143796648	0.0248060328	0														715.1360649923	767.7565072376	1364.943321297	703.2681152765	0.2153949567	-3.3869006727	4.1119194471	0.3673424867	1	0.281680951	6.5873562764	0.4052623608	0.0048828125	0.2865637635	0.8633423881	3.3476414765	48	0	0	1			6.6
190329_02-03_600components-0504	21	0.0007518684	3.72238558691326E-09	-0.010885732	0.011340454	0														715.6523578872	767.7254928591	1279.2370376016	685.1948162707	0.2250196895	-3.0450192935	2.8129862706	0.367285514	1	0.3667444109	10.7715799585	0.0656950324	0.0048828125	0.3716272234	0.6784699428	2.8143202583	51	0	0	1			6.6
190329_02-03_600components-0505	21	0.0007518697	-4.26815101269547E-09	-0.010087713	0.0092519201	0														715.8506394678	767.8522353578	1282.4406842694	692.1825252281	0.2160121344	-3.6584490727	3.4186391308	0.3671990809	2	0.3318285488	4.8380514683	0.4819408829	0.0089551176	0.3407836665	0.6709521162	2.4143951838	43	0	0	1			6.6
190329_02-03_600components-0506	21	0.0007518679	-0.000000003	-0.0094240796	0.0101894363	0														715.1872843987	767.3599505683	1486.9897112387	665.0558424948	0.2090434821	-3.0148241275	3.9725319389	0.3671592209	2	0.2652647843	4.7190176317	0.9638817659	0.0212989792	0.2865637635	0.7121106685	2.7544845343	31	0	0	1			6.6
190329_02-03_600components-0507	21	0.0007518707	-7.67659412490464E-09	-0.008597643	0.014059317	0														715.3552689107	768.1190140452	1510.0484193249	646.7135224474	0.2280253457	-3.4032239038	3.0454730533	0.366410687	1	0.4003795483	4.8567781247	0.0656950324	0.0048828125	0.4052623608	0.5073238307	2.2049357101	52	0	0	1			6.6
190329_02-03_600components-0508	21	0.0007518698	2.71558628957529E-09	-0.0076684666	0.0095423083	0														715.3093796372	767.789384597	1490.7884937468	645.7803402355	0.2105915255	-3.2174044735	2.9506012065	0.3663820069	2	0.3042881209	4.2572922513	0.7432544469	0.0082118791	0.3125	0.7384085642	2.5550754211	43	0	0	1			6.6
190329_02-03_600components-0509	21	0.0007518685	4.94162838645142E-09	-0.0089023114	0.0100646014	0														716.1257856176	768.2131167876	1448.837729803	564.3893431153	0.2946472795	-3.6763474058	2.1666369191	0.3663819499	1	0.236087629	6.9929710371	0.9638817659	0.0048828125	0.2409704415	1.1419341879	3.4241403102	46	0	0	1			6.6
190329_02-03_600components-0510	21	0.0007518689	7.17604275247382E-10	-0.0106433135	0.009875924	0														715.1044534811	767.8587415539	1390.8721366749	684.6352170174	0.2095925702	-4.1881900418	2.7957626897	0.3661277574	1	0.3667444109	7.7366766436	0.078125	0.0048828125	0.3716272234	0.825519081	3.4083398079	51	0	0	1			6.6
190329_02-03_600components-0511	21	0.0007518684	-7.88722261400415E-10	-0.0256545202	0.0134577074	0														716.4625929624	767.0022320807	1188.6345637232	696.3008017937	0.2026000623	-2.9320800145	4.2135340719	0.3659331052	2	0.2776086459	4.191825808	1.146255054	0.0089551176	0.2865637635	0.6515777449	2.342696272	41	0	0	1			6.6
190329_02-03_600components-0512	21	0.000751869	5.65568245619294E-09	-0.0133695765	0.0094809133	0														715.0345908188	767.5231148553	972.6214332877	575.7977490399	0.2210562666	-2.8259338415	3.118655247	0.3654223417	1	0.3076171875	4.8184326211	0.078125	0.0048828125	0.3125	0.8073502895	2.9324553245	49	0	0	1			6.6
190329_02-03_600components-0513	21	0.0007518694	-3.42767686016163E-09	-0.0094390471	0.0126880414	0														715.3564930729	767.4543794891	1532.6631463517	669.2538120211	0.21939741	-2.7239055812	3.2348273915	0.3652420664	1	0.281680951	5.0071483786	0.8838834765	0.0048828125	0.2865637635	0.8947452511	2.9333432378	48	0	0	1			6.6
190329_02-03_600components-0514	21	0.0007518707	6.62577099930228E-09	-0.0089616987	0.0086229965	0														715.3317316947	767.208413796	1444.5249901921	663.1866602037	0.2046995438	-3.1275689474	2.9966637191	0.3650965366	2	0.2783518844	3.9179817576	1.4865088938	0.0082118791	0.2865637635	0.6880292958	2.4725169981	42	0	0	1			6.6
190329_02-03_600components-0515	21	0.0007518694	1.72608559074269E-09	-0.0080645324	0.0181607823	0														715.9172980658	767.6949491403	900.0734688041	797.600117427	0.1762894864	-2.9877312433	4.3220536123	0.3648260769	1	0.335900854	7.3482983249	0.0929068059	0.0048828125	0.3407836665	0.6306224818	2.6246107504	50	0	0	1			6.6
190329_02-03_600components-0516	21	0.0007518702	-1.12986271278787E-09	-0.0094400051	0.0090347065	0														714.5567066461	767.8082838752	1302.9343414094	662.6198266506	0.2317400339	-2.4246900133	3.2763952012	0.3645305673	1	0.3076171875	4.9444406554	0.6815673329	0.0048828125	0.3125	0.6820621271	2.4063046052	49	0	0	1			6.6
190329_02-03_600components-0517	21	0.0007518693	7.45803488646877E-09	-0.0084954664	0.0100343315	0														716.0419069676	767.6421316624	1542.1701005179	628.2094338086	0.1446393317	-2.1473122787	3.5431204572	0.3644898642	1	0.335900854	8.3029592946	0.0716409409	0.0048828125	0.3407836665	0.6913461406	3.458307965	50	0	0	1			6.6
190329_02-03_600components-0518	21	0.00075187	-2.05968029803656E-10	-0.0085436839	0.0098376451	0														715.5247152898	767.5727445888	1569.4186973683	655.8991583953	0.1885821458	-2.7788195432	3.3626512086	0.3644718169	1	0.3667444109	6.7651410306	0.078125	0.0048828125	0.3716272234	0.7004429814	2.8187196024	51	0	0	1			6.6
190329_02-03_600components-0519	21	0.0007518705	0.000000005	-0.0093781383	0.0112237982	0														716.069870293	767.3380285117	1568.2336763019	657.7078172673	0.2215995129	-2.6247991537	2.5561071157	0.364408826	2	0.3977320345	5.5571569168	0.4052623608	0.0075303263	0.4052623608	0.8374845928	2.6571067468	47	0	0	1			6.6
190329_02-03_600components-0520	21	0.0007518687	3.08206704747784E-09	-0.0214377563	0.0085022014	0														716.1963286398	767.2932380444	1511.1446731822	654.0491938152	0.2159788317	-4.248250221	3.5059631112	0.364407105	1	0.335900854	10.3335208688	0.0716409409	0.0048828125	0.3407836665	0.737791619	2.8112119099	50	0	0	1			6.6
190329_02-03_600components-0521	21	0.0007518704	2.36532585634112E-09	-0.0103603162	0.0187839289	0														715.7531395891	769.1328782196	1327.526896291	691.4228322471	0.2122002374	-2.5890578541	3.7231318496	0.3640851534	1	0.4370589257	5.6520929795	0.0851959166	0.0048828125	0.4419417382	0.5959124507	2.4469089496	53	0	0	1			6.6
190329_02-03_600components-0522	21	0.0007518674	-3.10219313355823E-09	-0.011824205	0.0094633975	0														715.135866011	767.4070428872	1451.3139581002	601.2776738458	0.25248702	-3.0978796578	2.8776305046	0.3639285856	2	0.302734375	3.8835718573	0.5255602595	0.009765625	0.3125	0.7401213176	2.4607511051	41	0	0	1			6.6
190329_02-03_600components-0523	21	0.0007518697	-6.38042304457991E-10	-0.0085642535	0.0101820625	0														715.6976840935	768.524533321	1371.3141161279	764.0365123418	0.2018045499	-3.357422344	4.0002855324	0.3638926366	1	0.3076171875	4.802953476	0.573127527	0.0048828125	0.3125	0.5800906845	2.336400331	49	0	0	1			6.6
190329_02-03_600components-0524	21	0.0007518696	5.73962963219014E-09	-0.0108469778	0.0099899812	0														714.7277822841	767.3600979774	1347.7929518735	697.5755371164	0.1828851065	-5.7363768895	3.1275139348	0.3637257379	1	0.3076171875	5.4930445466	0.078125	0.0048828125	0.3125	0.7917423257	2.525727304	49	0	0	1			6.6
190329_02-03_600components-0525	21	0.0007518693	2.87295637836309E-09	-0.0099847359	0.0099924844	0														715.8937740967	767.5213985682	1410.5486180862	732.0559591195	0.1515111946	-6.0091182173	2.5044046365	0.3636672432	2	0.2783518844	5.1194043948	0.8838834765	0.0082118791	0.2865637635	0.5701750296	2.4197972994	42	0	0	1			6.6
190329_02-03_600components-0526	21	0.0007518692	1.09114725803446E-09	-0.0086066092	0.0106093737	0														716.3558745192	768.1611553611	1567.4065420434	670.149950752	0.1993912995	-3.5916779481	3.483876834	0.3635948276	1	0.3667444109	5.3663369307	0.2409704415	0.0048828125	0.3716272234	0.661151528	2.792286197	51	0	0	1			6.6
190329_02-03_600components-0527	21	0.0007518695	2.24653938883453E-11	-0.0098676817	0.0103721065	0														716.7691928933	767.6327794862	1456.0163862958	619.6473406276	0.2281419041	-3.0169904011	3.9568653868	0.3633498201	1	0.3076171875	4.8904669185	0.573127527	0.0048828125	0.3125	0.6933532937	2.499570884	49	0	0	1			6.6
