exp_ic	age	freq.avgsnr	freq.integrate	freq.maxsnr	freq.maxsnr.freq	freq.range.high	freq.range.low	freq.rangesz	length	mass.perc	mass.region	mass.total	region.centroid.0	region.centroid.1	region.eccentricity	region.extent	region.majaxis	region.majmin.ratio	region.minaxis	region.orient	signal	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	spatial.avg	spatial.max	spatial.min	spatial.n.domains	spatial.std	temporal.autocorr	temporal.max	temporal.min	temporal.n.freq	temporal.std	threshold.area	threshold.perc	anml	artifact	hemodynamic	movement
190603_01-02_tmax12000-0218	21	1.6705935329	1.4821336446	1.9995195439	2.1022410381	1.767766953	0.3407836665	1.4269832865	20	0.0937102849	66.75	712.301750979	252.5433552185	201.1436495359	0.6297395639	0.770317405	120.6083283678	1.2873221488	93.6893134932	-0.0494627012	1	617.8131822095	736.395553642	253.5389051281	201.8020121119	-6.20933228165633E-09	0.0140556384	-0.0046838921	1	0.0007516461	0.9629552716	16.9807344182	-7.2437712409	1	2.8573531079	8834	1	8	0		
190603_01-02_tmax12000-0219	21	1.2914512242	0.793258829	1.4367215541	2.5	2.5	0.5255602595	1.9744397405	19	0.0928062222	67.0625	722.6077994148	609.8008011259	376.4732055862	0.6490376379	0.7273228346	124.8020450152	1.3144813956	94.9439417205	-0.3138006118	1	664.5382022774	753.7672303187	611.0772706202	377.1509178228	1.28248351294799E-09	0.0145638543	-0.0036811065	1	0.0007516462	0.9222126372	12.8376442369	-8.9443454994	1	2.8480206681	9237	1	8	0		
190603_01-02_tmax12000-0220	21	1.457803843	1.0515991816	1.7825403322	2.5	1.9277635318	0.3125	1.6152635318	22	0.0553585564	44.90625	811.1889634019	199.682784572	1157.590028222	0.5005515966	0.7656295016	88.5423916557	1.1551256265	76.6517421353	-0.1768219958	1	634.8510177547	840.3821029816	199.2392985366	1156.9863446	1.23533526777096E-09	0.0140047624	-0.0053948126	1	0.0007516464	0.9625471108	13.3812993966	-6.0168028747	1	2.8376770433	5315	1	8	0		
190603_01-02_tmax12000-0221	21	1.3289956768	0.5689127402	1.505148806	3.2420988866	2.1022410381	0.4819408829	1.6203001552	18	0.0750650463	57.84375	770.5816866901	528.2724325726	508.8587914938	0.7288112361	0.7470696503	120.8017226412	1.4604623515	82.7147118982	-1.0633819463	1	652.0493572687	774.684716676	527.3762990934	507.6911984851	3.09478075069114E-09	0.0139752764	-0.0039218578	2	0.0007516454	0.9560756147	14.8209747663	-7.4347111902	2	2.8365244952	7712	0.9967687734	8	0		
190603_01-02_tmax12000-0222	21	1.4665653583	1.1761792209	1.7568010412	2.5	1.9277635318	0.3407836665	1.5869798653	21	0.0668638826	52.59375	786.5793600968	205.183749813	1255.1001047434	0.5005401621	0.7445409982	99.3493138282	1.155116805	86.0080239495	0.143502111	1	631.4931889714	849.0095619841	205.5440503086	1255.0849387666	-0.000000002	0.0143418029	-0.0052255874	1	0.0007516458	0.9553030694	12.588224847	-6.2458246275	1	2.8363762199	6683	1	8	0		
190603_01-02_tmax12000-0223	21	1.6930297353	1.3714558506	2.097442489	2.5	1.6210494433	0.3407836665	1.2802657769	19	0.1112355079	78.625	706.8336497132	165.2963242699	197.6649043303	0.3161788563	0.7566675133	128.3621262372	1.0540744405	121.7770978038	-1.0347766101	1	591.4691617785	726.4842699844	165.0906186077	199.3124658446	8.0207490263112E-10	0.0125547227	-0.0044249633	4	0.0007516445	0.9652328039	18.0792085178	-8.124890125	1	2.8355002772	11916	0.999245283	8	0		
190603_01-02_tmax12000-0224	21	1.3382783939	0.6824718211	1.4699269623	3.2420988866	2.1022410381	0.4052623608	1.6969786773	20	0.0771759889	57.1875	741.0011949153	473.298443235	1098.0221490951	0.8112544561	0.6974752825	131.4304837141	1.7102984926	76.8465178932	1.0489895018	1	639.1343598977	862.9332563642	463.7885248864	1149.4241178606	0.000000007	0.0132293418	-0.0043613475	2	0.0007516451	0.9582732627	13.1771867208	-6.560143824	2	2.8287206757	7901	0.751402758	8	0		
190603_01-02_tmax12000-0225	21	1.3639535954	0.5079358922	1.6329537778	2.9730177875	2.292510108	0.625	1.667510108	16	0.0677723636	52.875	780.1852728417	542.9212740385	1315.4311899039	0.353210681	0.7613818348	95.3497418637	1.0688970335	89.2038604989	0.6167285928	1	661.29384539	860.6855990441	542.9009327094	1314.8190908468	-0.000000007	0.0153183002	-0.0054992355	1	0.0007516455	0.9508844121	13.2098258576	-8.6538430025	1	2.8277751278	6656	1	8	0		
190603_01-02_tmax12000-0226	21	1.2490484891	0.5334242125	1.420460974	3.5355339059	2.292510108	0.3716272234	1.9208828846	22	0.0565044987	46.875	829.5799641278	401.3243785703	1232.6618805002	0.8867223948	0.5601003113	136.2310926335	2.1630869059	62.9799441987	-0.9615375483	1	644.6195529977	853.560898495	401.0627142748	1230.97022179	-6.74661170930155E-09	0.0128621115	-0.005106649	3	0.0007516459	0.9549728637	13.3158825888	-6.3712180121	1	2.8267020084	6477	0.9785466082	8	0		
190603_01-02_tmax12000-0227	21	1.4649328112	0.9232553086	1.728662034	2.292510108	1.9277635318	0.4052623608	1.5225011709	19	0.0634633827	47.9375	755.3568361605	474.0156633907	116.4944717445	0.7557655172	0.7313566936	113.4211030695	1.5270851431	74.2729399099	-1.1091186037	1	629.9798460709	704.1921246214	469.8117296734	119.8400296861	1.83846223046991E-09	0.0119949963	-0.0050155398	4	0.0007516457	0.9601172771	13.2914649144	-8.0653529528	1	2.81911524	6512	0.9068374878	8	0		
190603_01-02_tmax12000-0228	21	1.2688765202	0.5801189256	1.4167614715	3.2420988866	2.5	0.573127527	1.926872473	18	0.0824916523	63.21875	766.3654228509	483.7249661705	350.0242444745	0.5590747845	0.7504442752	117.2497905888	1.2061020574	97.213821888	-0.1225321305	1	648.783949037	754.7465220239	482.1958110112	349.4346000315	4.17095773156628E-09	0.0132167032	-0.0048964403	1	0.0007516457	0.9309594607	12.9235055167	-7.4213966342	1	2.8182562195	8868	1	8	0		
190603_01-02_tmax12000-0229	21	1.2493813635	0.5394631409	1.404210664	2.292510108	2.1022410381	0.5255602595	1.5766807786	17	0.0372442391	32.125	862.5495041867	1071.4826079039	977.1724640321	0.8076757934	0.6229861584	110.2835925813	1.695987918	65.0261664093	1.2905172715	1	736.5862748057	816.780496993	1060.5882533284	905.2014949569	7.32984956855762E-09	0.009493378	-0.0047487526	5	0.0007516459	0.9363166127	13.8082985335	-10.3989145368	2	2.8180670576	5491	0.5821053747	8	0		
190603_01-02_tmax12000-0230	21	1.3584766365	0.6230005343	1.4908153082	1.4865088938	2.1022410381	0.4419417382	1.6602992999	19	0.0623227264	48.1875	773.1930674821	477.6124183007	529.9241830065	0.5205002211	0.7727272727	95.7432035815	1.171150075	81.7514387132	-0.6331663684	1	645.1831630603	782.9665596841	466.945327835	554.5077263518	-5.41618306439599E-09	0.0148233297	-0.0040077631	3	0.0007516452	0.9626665053	14.9247899646	-7.4683275282	3	2.8139643414	6120	0.703852789	8	0		
190603_01-02_tmax12000-0231	21	1.3143828401	0.8151804084	1.5117665902	2.5	2.292510108	0.3407836665	1.9517264416	23	0.0619507788	52.40625	845.9336759755	363.7272499059	1086.3437931467	0.7691369769	0.6557201646	128.9745305521	1.5647396259	82.4255540122	0.0355614937	1	633.431849211	844.9583866047	364.2056225529	1087.1339064359	-8.46501015068124E-10	0.0103647925	-0.0043224438	2	0.000751647	0.953311654	13.494331908	-6.9258543657	2	2.788461496	7967	0.999874498	8	0		
190603_01-02_tmax12000-0232	21	1.2906354655	0.3801525278	1.5589452954	2.292510108	1.4865088938	0.4419417382	1.0445671555	15	0.0442290782	36.5	825.2489427199	1489.4452486575	809.3497548447	0.4091790132	0.742030492	78.168942601	1.0959455053	71.3255743342	-0.5382315802	1	735.7812411073	811.3932940042	1489.9781687879	802.4146139026	5.32538019051814E-10	0.0185059522	-0.006583916	2	0.0007516464	0.9698790573	14.8036205707	-9.9273312455	1	2.7865077845	4283	0.8624647604	8	0		
190603_01-02_tmax12000-0233	21	1.3344481784	0.4908374207	1.5447096045	2.9730177875	2.292510108	0.625	1.667510108	16	0.0662267853	53	800.2804265382	554.1438541518	1260.4215923658	0.6946633655	0.7375	111.9143886969	1.3901729131	80.5039341812	0.1989653354	1	662.5173287056	855.3100515782	554.4091711613	1259.6236509667	5.10431816013758E-09	0.0132813099	-0.0045170292	1	0.0007516458	0.9488392333	11.7092031119	-8.0740160767	1	2.7854138108	7021	1	8	0		
190603_01-02_tmax12000-0234	21	1.3126518753	0.6111435396	1.4697490697	2.9730177875	2.292510108	0.4419417382	1.8505683698	20	0.0811326425	59.03125	727.5893913325	506.3776581055	1066.9016846175	0.7817633784	0.6696255201	122.3588449239	1.6036558426	76.2999402217	0.6793628921	1	650.0546264047	844.0986357215	506.6930225377	1067.0941268038	-5.6750817116943E-10	0.0148948413	-0.0040416088	1	0.0007516456	0.9564520425	14.2941617478	-6.3531514747	2	2.7597321256	7242	1	8	0		
190603_01-02_tmax12000-0235	21	1.2128985984	0.3761626717	1.4404210363	3.2420988866	2.292510108	0.4419417382	1.8505683698	20	0.0673910668	53.84375	798.9745910198	496.6899853704	1171.8914749302	0.8543873103	0.6781204906	141.3569107632	1.9244213418	73.4542419029	-0.1425578239	1	653.3374834683	865.1028967521	496.3576438661	1172.5893507676	-4.24508677950145E-09	0.0126542417	-0.0061302129	1	0.0007516456	0.9520024383	13.85308134	-6.0634600427	2	2.7584989351	7519	1	8	0		
190603_01-02_tmax12000-0236	21	1.2278865346	0.5957428529	1.3433727533	2.9730177875	2.292510108	0.3716272234	1.9208828846	22	0.0659694009	54.40625	824.7194797725	400.9308577144	461.931607902	0.7845384547	0.6992481203	129.1954821815	1.6126947026	80.1115561269	1.3893400989	1	639.6338858357	769.8477165386	400.3567308342	461.8793489516	1.16056530418545E-09	0.0117219623	-0.0053046519	1	0.0007516459	0.9456106562	12.2672913967	-7.653155847	1	2.7570822821	7998	1	8	0		
190603_01-02_tmax12000-0237	21	1.6290588622	1.0462813613	2.0560769505	2.292510108	1.767766953	0.3716272234	1.3961397295	19	0.0737487985	52.5	711.8760042175	420.9988696916	100.1430647505	0.2463260935	0.7482179534	90.4104409357	1.0317926181	87.624624705	0.1222848297	1	630.596779552	726.2249770392	415.9521689071	104.5917272788	-5.24086728676617E-09	0.0143839798	-0.0049801154	2	0.0007516458	0.9694352615	13.8558223307	-7.809821008	1	2.7442094112	6193	0.9312781955	8	0		
190603_01-02_tmax12000-0238	21	1.4886258201	1.0124927523	1.8955168177	2.7262693317	1.6210494433	0.3716272234	1.2494222199	18	0.10841214	79.5625	733.889212176	90.258560954	218.8250745307	0.9779036057	0.2973050665	278.1135746753	4.783400378	58.1413958061	-0.9832410516	0	590.1026498573	738.919448779	87.1994588838	221.6492984812	-4.48017645904219E-09	0.0108831596	-0.0048211293	1	0.0007516452	0.9537992038	15.3940670149	-9.2877952417	2	2.7351633969	12411	1	8	1		1
190603_01-02_tmax12000-0239	21	1.4280096649	0.5213220688	1.8139859613	1.9277635318	1.767766953	0.4052623608	1.3625045921	18	0.0463015734	36.5	788.3101445543	1458.6670103093	902.2994845361	0.7649520417	0.6350245499	89.2251034648	1.5525847066	57.4687507151	0.0827161865	1	756.9827364424	814.3696485152	1459.0831016126	893.7777064361	-2.86444332306601E-09	0.0216243276	-0.0107538248	2	0.0007516458	0.9769937894	12.7983474615	-11.7018888624	1	2.7024994822	3880	0.952848723	8	0		
190603_01-02_tmax12000-0240	21	1.3559107074	0.8033537349	1.6293745441	1.6210494433	1.767766953	0.4052623608	1.3625045921	18	0.0537413956	46.53125	865.8362796166	927.4328993795	852.3532059861	0.7999683642	0.6426616624	135.3451669836	1.6665495116	81.2128088871	0.0930666718	1	709.9445546776	813.2714684227	931.2884387683	840.5184326034	2.62522043712267E-09	0.0089058646	-0.0045680703	5	0.0007516459	0.9531859681	11.1307198263	-8.2820212446	2	2.6910318774	8219	0.8838584794	8	0		
190603_01-02_tmax12000-0241	21	1.2752787926	0.4002241152	1.5388518603	2.9730177875	2.292510108	0.5255602595	1.7669498485	18	0.0534721734	42.375	792.4682558262	550.1952068824	1036.1290454732	0.4227069972	0.6934659091	83.7345442412	1.1034283031	75.8858042787	0.1107670659	1	659.0003199772	826.4716486853	551.4059167798	1026.002744829	-3.16076640325125E-09	0.0166169818	-0.0045846833	2	0.0007516458	0.9561528386	11.9970760781	-5.7608994362	2	2.6834889709	4882	0.9640600316	8	0		
190603_01-02_tmax12000-0242	21	1.3679402367	0.7487907842	1.5522801127	2.292510108	2.1022410381	0.3716272234	1.7306138147	21	0.0610736845	48.84375	799.7511594137	358.3734813259	1349.5419229039	0.3171784441	0.7709296947	95.4257658993	1.0544453627	90.4985400607	0.3364323659	1	625.3097241296	872.345762893	358.4182382854	1342.931857905	-9.79168588786758E-09	0.0130755221	-0.0044593672	2	0.0007516459	0.9641432268	13.4582555368	-6.7931527928	1	2.6726134665	6667	0.9684776293	8	0		
190603_01-02_tmax12000-0243	21	1.3160646423	0.7754947623	1.5014028492	2.7262693317	2.292510108	0.4419417382	1.8505683698	20	0.0815494535	63.84375	782.8838488383	497.1191222571	188.354754441	0.8518765514	0.67115506	153.6760401839	1.9093347478	80.4866932629	-0.4309517889	1	649.8920936893	743.5705255627	496.2252452517	189.6013740169	-3.64120959134657E-09	0.0125724404	-0.0038223476	1	0.0007516458	0.9406174431	13.085341337	-6.7262830445	1	2.6712486636	9570	1	8	0		
190603_01-02_tmax12000-0244	21	1.1840906692	0.1862748961	1.332349274	2.1022410381	1.6210494433	0.4819408829	1.1391085604	15	0.0450253485	37.59375	834.946341774	1293.1891542931	899.6849580374	0.5823225393	0.6843888071	87.665662246	1.2300760787	71.2684879935	-1.5106886023	1	728.3244966491	815.7690626431	1294.3726397709	898.3667639393	5.65912432996663E-09	0.0244807375	-0.0058067869	3	0.0007516462	0.972663389	11.4033813832	-9.0746038192	2	2.6622879708	4647	0.9993548387	8	0		
190603_01-02_tmax12000-0245	21	1.2976583069	0.489560606	1.442033724	2.5	2.5	0.8105247217	1.6894752783	14	0.0669714957	54.84375	818.9118284942	907.3738244514	625.4977608598	0.8335463766	0.6360917248	144.2124886054	1.8101202366	79.67011566	-0.7662789228	1	712.5979375006	794.3753546556	906.3638135475	686.694671956	-8.3919929823623E-10	0.0103644131	-0.0047639137	3	0.0007516456	0.9256127308	12.4276398985	-8.147982096	3	2.645338371	8932	0.7822736031	8	0		
190603_01-02_tmax12000-0246	21	1.4112602629	0.9529336162	1.7305449753	2.292510108	2.1022410381	0.3716272234	1.7306138147	21	0.0566535453	46.65625	823.5362804236	305.1718960864	1189.6384952767	0.4835739119	0.7180232558	93.0623950597	1.1424608314	81.4578430185	-0.2866684653	1	637.2725202767	841.468007771	305.699296249	1189.2819261499	5.54612272883753E-09	0.0133945355	-0.005670531	1	0.0007516473	0.9548185575	12.3901823951	-5.4566908128	1	2.6297959346	5928	1	8	0		
190603_01-02_tmax12000-0247	21	1.2321194114	0.5853728381	1.3657699145	2.292510108	2.292510108	0.5255602595	1.7669498485	18	0.0751484116	61.21875	814.6379774519	732.5422101638	385.4386935198	0.9189813881	0.6133512545	177.211437749	2.5361341359	69.8746313302	-0.3124313296	1	684.6568036533	766.4665960858	730.9846694419	388.5840532645	3.39481386628354E-09	0.0113465172	-0.0043186219	2	0.000751646	0.9253537216	18.3653932113	-7.1163226692	4	2.6247291606	9583	0.9998956594	8	0		
190603_01-02_tmax12000-0248	21	1.2889981885	0.793822968	1.5718272659	3.2420988866	2.5	0.3407836665	2.1592163335	24	0.0206345667	18.140625	879.1376755241	414.5256410256	897.5956340956	0.8293783427	0.0995241051	224.2674536114	1.789909839	125.2953912646	-0.8520240772	0	619.3329929701	801.8596161876	393.4998031133	787.7432720924	-3.39663044869475E-10	0.0135353397	-0.0053836995	44	0.000751645	0.9464168435	11.4616235953	-9.0860243351	2	2.6216618758	2886	0.4414193943	8	1	1	
190603_01-02_tmax12000-0249	21	1.5439440574	1.3860632229	1.8435923577	2.292510108	1.9277635318	0.3716272234	1.5561363083	20	0.0831373636	59.03125	710.0447671102	334.4636261891	186.2339115837	0.7882501878	0.6518923849	125.0600322236	1.6250784957	76.9563024525	0.1830413621	1	624.0603614894	726.1901029558	335.2125706973	186.2718105597	1.72316411430142E-09	0.0138611262	-0.005062664	1	0.0007516452	0.9519026514	15.2144943977	-7.2088762586	1	2.6175551686	7148	1	8	0		
190603_01-02_tmax12000-0250	21	1.3944907613	0.4557184572	1.7387793099	2.292510108	1.3631346658	0.3716272234	0.9915074424	16	0.0244760322	21.046875	859.89734242	1368.4761054042	604.5158552925	0.7169161536	0.6581422693	64.8666439722	1.4343921924	45.2223905807	-0.5777222441	1	747.0086788669	801.8435330797	1368.0808066121	674.9973167833	-0.000000002	0.0189972313	-0.0067472873	2	0.0007516463	0.9773420998	12.4641065147	-10.0819436533	1	2.610423426	2239	0.7747404844	8	0		
190603_01-02_tmax12000-0251	21	1.2816520157	0.5565037548	1.4899446141	2.5	2.1022410381	0.4819408829	1.6203001552	18	0.0700609817	56.8125	810.9007125702	548.4415798135	119.4597915524	0.5499774464	0.7011538462	118.3329841408	1.1973473869	98.8292833252	-0.0295388607	1	660.0993719772	737.2666540238	548.1178698292	119.6611731517	-1.28414271724156E-09	0.0106941693	-0.0048498085	8	0.0007516459	0.9453787602	12.5951518299	-10.462609452	1	2.5880828151	9115	0.9982477275	8	0		
190603_01-02_tmax12000-0252	21	1.2110047986	0.3479330847	1.3351570064	2.7262693317	2.292510108	0.625	1.667510108	16	0.0314890222	28.71875	912.0241907506	1118.8323299889	573.9268673356	0.8075756584	0.6780045351	100.0364880973	1.6955935397	58.9979176921	-0.0290651818	1	720.8007258769	789.8027139355	1118.7210520672	573.8397178132	1.15859137103931E-08	0.0106318057	-0.0057885087	4	0.0007516468	0.9408339385	11.1229442326	-9.7875761499	2	2.5728008401	4485	0.9988864143	8	0		
190603_01-02_tmax12000-0253	21	1.3358674274	0.3734300693	1.6428356149	2.5	1.3631346658	0.4419417382	0.9211929276	14	0.0324087515	28.34375	874.5708688152	1559.7955783403	718.8702338994	0.6932648872	0.6461697723	75.7717089373	1.3875728764	54.6073725049	-0.7190683872	1	725.678408276	806.641744274	1558.8845258098	719.8348697874	-7.66363878271868E-09	0.0157505351	-0.0080170856	1	0.0007516473	0.972980723	13.3107803381	-12.0869591967	1	2.5217410531	3121	1	8	0		
190603_01-02_tmax12000-0254	21	1.3614671794	0.0227778053	1.6231231993	4.585020216	0.0053247448	0.0048828125	0.0004419323	2												0	810.9822853181	804.4176331484	1108.3345643271	467.6472235794	-4.63793066715521E-09	0.0474096052	-0.0179006861	0	0.0007516453	0.9520711201	21.8093603057	-5.9759097412	1	2.5181628873			8	1		1
190603_01-02_tmax12000-0255	21	1.3322255536	0.2935161755	1.6079184594	2.7262693317	1.25	0.4419417382	0.8080582618	13	0.0193629598	17.953125	927.1890851816	1444.2395157804	946.7708603545	0.7162080901	0.6556122449	65.3908289935	1.4328971609	45.6353957396	-0.9637856931	1	720.6480563882	815.0910199427	1444.053063601	946.4652704535	-4.33150684804665E-09	0.010692288	-0.0067043392	1	0.0007516491	0.9765724976	11.436101679	-9.4717209241	1	2.4969147303	2313	1	8	0		
190603_01-02_tmax12000-0256	21	1.3105944889	0.6183832212	1.4785219475	2.5	2.292510108	0.6815673329	1.6109427751	15	0.0576602701	47.6875	827.0426052323	970.4962608436	647.4796589889	0.7606827736	0.6126076599	115.4460837802	1.5405381652	74.9388015096	-0.72834338	1	711.3533651848	775.6709019383	970.2595259031	646.9668849718	0.000000003	0.0116719877	-0.0081244077	1	0.000751646	0.9221741843	12.3764909969	-7.2788185627	3	2.4813054065	6686	1	8	0		
190603_01-02_tmax12000-0257	21	1.2985981852	0.4274351975	1.5509879623	3.2420988866	2.292510108	0.573127527	1.719382581	17	0.0555406236	44.4375	800.0900441648	492.9561904762	1278.3975238095	0.6030676054	0.7193751713	91.8588363571	1.2536197019	73.2748824987	0.6085969154	1	654.719866739	857.4087571306	492.573521187	1277.5200102197	1.88109395812047E-09	0.0148183425	-0.0048973113	1	0.0007516458	0.9523019424	11.758332906	-6.3093584947	1	2.4731685789	5250	1	8	0		
190603_01-02_tmax12000-0258	21	1.4374727056	0.8757287216	1.8206763403	2.1022410381	1.9277635318	0.3716272234	1.5561363083	20	0.0577232431	47.5	822.8920878031	113.6525023607	1202.3155492603	0.4405824632	0.7428103811	95.1868234263	1.1139428233	85.4503673216	0.4973084792	1	625.4972268685	846.942707427	114.1590656804	1202.3409191126	-0.000000012	0.0129643925	-0.0056168592	1	0.0007516462	0.9609144502	13.5920204475	-5.5220267232	1	2.4336884071	6354	1	8	0		
190603_01-02_tmax12000-0259	21	1.2303294385	0.0162898281	1.3342995093	5	5	4.585020216	0.414979784	0	0.0002016369	0.1440429688	714.368092502	1309.5	879.5	0.985171431	0.5	4.8284271247	5.8284271247	0.8284271247	-1.1780972451	0	786.4875895874	800.1250231578	1231.9846881946	878.8196795866	1.88294901609973E-09	0.04401329	-0.0221775627	1	0.0007516445	0.8985987545	22.7283417715	-6.7274779961	3	2.422700329	4	1	8	1		1
190603_01-02_tmax12000-0260	21	1.1750473207	0.1375628392	1.2552871875	1.4865088938	2.1022410381	0.4819408829	1.6203001552	18	0.0075416971	6.85546875	909.0087577661	491.3080438757	238.0027422303	0.9863330432	0.1389382779	141.0652200568	6.0692923265	23.2424494435	-0.3715005505	0	642.1060690962	803.7630933433	486.2086039305	583.529567642	-1.52986949634767E-09	0.0102208379	-0.0076269774	9	0.0007516458	0.9809268216	7.173389194	-8.0302826131	1	2.4042225214	1094	0.427845131	8	1	1	
190603_01-02_tmax12000-0261	21	1.2566038178	0.3865614858	1.4602041134	2.1022410381	1.6210494433	0.4052623608	1.2157870825	17	0.04430122	37.84375	854.2371977466	1292.4470868014	611.8285770908	0.8078177981	0.6266766021	107.5343567614	1.6965477545	63.3842203811	-1.498679973	1	727.7653807897	798.4668222569	1291.6371826823	612.8090367477	-1.45656938888641E-09	0.0142653378	-0.0065253017	5	0.0007516462	0.9667017894	9.6088639132	-12.4057007436	2	2.4029862916	5046	0.985354423	8	0		
190603_01-02_tmax12000-0262	21	1.3297161047	0.8297502354	1.4811839901	2.5	2.292510108	0.4052623608	1.8872477472	21	0.072233486	57.5625	796.8949465517	344.821484422	295.2441958378	0.7175418893	0.6957649816	123.8840090763	1.4357185316	86.2871143236	0.6033129079	1	625.1867127958	754.8901519963	344.2204293881	298.2116190316	-3.32400809415188E-10	0.0126690664	-0.0046209001	2	0.0007516461	0.9490579487	12.231555882	-6.4389125083	1	2.4010666485	8313	0.9985585586	8	0		
190603_01-02_tmax12000-0263	21	1.3467388199	0.5401135503	1.6259853754	2.9730177875	2.292510108	0.5255602595	1.7669498485	18	0.0622379343	48.875	785.2927729065	482.3321088663	1332.2239105026	0.6313176175	0.7769849507	99.9627941804	1.2894501117	77.5235841008	0.4661837172	1	651.090064717	867.149083714	482.2147664023	1332.3241814544	-7.33487151709063E-09	0.0140273471	-0.0049576892	1	0.0007516455	0.9552880986	10.3549639613	-6.6191402308	1	2.3983485364	5989	1	8	0		
190603_01-02_tmax12000-0264	21	1.2246245185	0.4345811432	1.3735637505	2.7262693317	2.292510108	0.5255602595	1.7669498485	18	0.0307173892	27.75	903.3970902584	1134.3867604268	1020.5191561591	0.5341861424	0.707133059	79.2200769867	1.1829183532	66.9700294797	0.3825918797	1	722.1568706616	825.1013406307	1134.3041185281	1020.3169274841	-3.20266178817344E-09	0.0098164521	-0.005210994	1	0.000751647	0.9429410604	10.4257414398	-8.6584538208	4	2.3856459834	4124	1	8	0		
190603_01-02_tmax12000-0265	21	1.2303594177	0.3189458865	1.3503587829	1.767766953	2.1022410381	0.4819408829	1.6203001552	18	0.0063401349	5.671875	894.5984776937	654.3273942094	420.9788418708	0.65623726	0.1359987884	92.12984955	1.3252851252	69.517002644	1.378887383	0	678.4359756702	802.9019627325	658.4904402854	756.2743305954	-4.20538801159937E-09	0.0146039275	-0.0090692226	47	0.0007516456	0.9679862638	9.0866719864	-7.3279379183	1	2.3798221123	898	0.1800681773	8	1	1	
190603_01-02_tmax12000-0266	21	1.2928745989	0.3184057945	1.5543607668	2.292510108	1.4865088938	0.4052623608	1.0812465329	16	0.0232080667	20.109375	866.482126029	1322.7414942126	565.9438793406	0.4592382212	0.6967253177	64.6462513725	1.1257291391	57.4261153296	-1.1382759598	1	739.6218283607	806.0007808105	1321.0510612262	771.8455233594	2.1060055117726E-10	0.0163481744	-0.0073636943	3	0.0007516462	0.9761608097	9.7510444158	-9.2716335533	1	2.3678942174	2851	0.5092890318	8	0		
190603_01-02_tmax12000-0267	21	1.2761770983	0.7073046671	1.4514307146	1.9277635318	2.1022410381	0.4052623608	1.6969786773	20	0.0294553222	25.40625	862.5351258816	1182.3197146563	637.3824038046	0.7864960966	0.5930769231	101.0867827196	1.6191834436	62.4307166174	-0.3250395715	1	744.6846010473	808.8037142424	1184.1911895591	792.1640063219	-6.84571537770439E-09	0.0088715968	-0.0050946013	11	0.0007516457	0.9458625077	12.4292955738	-9.3668993884	2	2.3621866123	4626	0.5110472824	8	0		
190603_01-02_tmax12000-0268	21	1.2783424602	0.6457146386	1.4295702326	2.292510108	2.1022410381	0.4419417382	1.6602992999	19	0.0472307894	39.34375	833.0106379586	1132.1411741985	959.1261104674	0.7517227061	0.7580149319	100.9269509932	1.5163477763	66.5592369844	1.3865918435	1	725.9724357071	817.9674973646	1135.3736028126	910.404678777	-3.36607046714479E-09	0.0128768666	-0.0069444528	3	0.0007516462	0.9456099843	15.048227061	-8.1413901741	2	2.3559580456	5178	0.8237352848	8	0		
190603_01-02_tmax12000-0269	21	1.4911016282	0.7297613085	1.9966083435	2.1022410381	1.4865088938	0.3407836665	1.1457252273	18	0.0318370541	27.625	867.6996267993	1508.5811485643	850.8717228464	0.8090390992	0.7423540315	83.88985447	1.701389687	49.306666846	0.006160939	1	736.624959857	810.5648996006	1509.5396581366	826.0206045379	-3.80636752850929E-09	0.0166890771	-0.0058775578	3	0.0007516463	0.9748569212	12.5112543403	-9.412062825	1	2.3484121798	3204	0.79346211	8	0		
190603_01-02_tmax12000-0270	21	1.3343807668	0.7840108628	1.5314116612	2.5	2.292510108	0.4419417382	1.8505683698	20	0.0628545171	50.46875	802.9454731864	437.1945022288	253.3921248143	0.88153629	0.5760999829	135.37166408	2.1181223145	63.9111646929	-0.6164978231	1	643.8843734696	766.3084879238	436.7248549955	266.7980649822	2.90461875607566E-09	0.0132933804	-0.0052617939	4	0.0007516457	0.9454741648	11.1859801429	-5.2262324595	1	2.3156101889	6730	0.9992576095	8	0		
190603_01-02_tmax12000-0271	21	1.3184270756	0.3382789935	1.616356721	2.7262693317	1.25	0.4052623608	0.8447376392	14	0.0282143703	25.375	899.3643917786	1539.5274330503	814.3484650555	0.5863352625	0.7109356861	69.7934317444	1.2344635191	56.5374599305	-0.1166613036	1	721.6798710109	811.1691921412	1539.5432778202	813.8833502031	4.93898536335236E-09	0.014155273	-0.0072325303	3	0.0007516473	0.974473518	13.2019412019	-6.692776706	2	2.2644444922	3062	0.9986953686	8	0		
190603_01-02_tmax12000-0272	21	1.4864024837	1.2121677204	1.8292691162	2.7262693317	1.767766953	0.2627801298	1.5049868232	23	0.0522122389	42.53125	814.5839149971	128.6929402327	1071.2735659848	0.6687740641	0.747078214	92.7432269982	1.345051959	68.951408441	0.169693549	1	633.6845593969	832.8494600748	129.6528411091	1071.1678836685	7.13929134799484E-09	0.0152999373	-0.005124435	1	0.0007516463	0.9632514671	11.6961498805	-4.9553482526	1	2.2457338264	4986	1	8	0		
