exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	threshold.area	region.majmin.ratio	region.centroid.1	region.centroid.0	threshold.perc	region.extent	region.majaxis	mass.region	mass.total	region.eccentricity	mass.perc	region.minaxis	region.orient	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	length	freq.maxsnr.freq	freq.range.high	freq.rangesz	freq.integrate	freq.maxsnr	freq.avgsnr	freq.range.low	artifact	signal	noise	hemodynamic	movement	res
190625_03-04_600components-0126	21	0.0007516524	6.81288568958654E-10	-0.0048335225	0.0053702391	0														691.6109949944	792.2431343483	928.6281187007	765.3871576331	0.4835337795	-9.1733268268	8.1529371511	0.7783855456	1	17	1.25	0.01953125	0.0146484375	0.1217491576	4.249915847	2.5209952563	0.0048828125	0	0	1			6.79
190625_03-04_600components-0127	21	0.0007516534	-4.48433568186839E-10	-0.0050116135	0.0060668285	0														692.4950839805	792.6825220923	852.2415045864	1006.0999844211	0.4739055313	-6.4711349936	7.346904427	0.7766861216	3	0	5	5	0.414979784	0.0391628965	1.1391715655	1.0966764971	4.585020216	0	0	1			6.79
190625_03-04_600components-0128	21	0.0007516536	-3.30302049353095E-09	-0.0056099097	0.005027674	0														691.8584104611	792.1838277331	1098.7844154781	769.6157370204	0.4740003962	-9.154591696	6.9172720036	0.7758634839	2	7	3.5355339059	0.0126644488	0.0051341225	0.0156595502	1.8256837783	1.503070132	0.0075303263	0	0	1			6.79
190625_03-04_600components-0129	21	0.000751653	-6.93394119849856E-09	-0.0054846889	0.005155174	0														692.0111383144	792.4786538067	863.6725055355	896.5853584235	0.4689036426	-5.9459250343	8.5296259017	0.7754594269	1	1	5	5	0	0.0241748007	1.1239624213	1.1239624213	5	0	0	1			6.79
190625_03-04_600components-0130	21	0.0007516527	2.15226585103718E-09	-0.0049117835	0.0054411751	0														691.4785978602	792.2506375275	623.1464036282	640.4218738517	0.467732114	-9.2394168984	8.028800058	0.7725889854	1	3	4.2044820763	0.0058066754	0.0009238629	0.0064780559	2.4832936301	1.6705776268	0.0048828125	0	0	1			6.79
190625_03-04_600components-0131	21	0.0007516535	6.41882231267948E-10	-0.0057949485	0.0057986693	0														692.3203185867	791.522065714	749.3922242192	869.276807102	0.450188445	-7.0288219271	10.07851426	0.7702102923	3	0	5	5	0.414979784	0.0260857366	1.0974473181	1.0606052067	4.585020216	0	0	1			6.79
190625_03-04_600components-0132	21	0.0007516528	1.88366549749638E-10	-0.0062597106	0.0052566155	0														692.1487001159	792.4577267268	696.4868509568	735.2782524458	0.4556633638	-7.5149672074	8.0797848091	0.7691523545	2	0	5	5	0.414979784	0.0626225969	1.2174845738	1.1494369186	4.585020216	0	0	1			6.79
190625_03-04_600components-0133	21	0.0007516534	-2.37803577643444E-09	-0.0056254036	0.0051566298	0														691.2848800074	792.6998343619	1106.1273732763	916.2308947617	0.4316200973	-9.93302454	6.8189857636	0.7687091787	2	1	5	5	0.414979784	0.0289479115	1.1391128032	1.069806327	4.585020216	0	0	1			6.79
190625_03-04_600components-0134	21	0.0007516537	4.81189891675414E-10	-0.0048885704	0.0049188672	0														691.5278219858	792.120192643	1128.7184482495	715.6496815141	0.4554008162	-6.6846886718	10.8698777987	0.7684233516	2	0	5	5	0.414979784	0.0481666717	1.1491403741	1.1138145205	4.585020216	0	0	1			6.79
190625_03-04_600components-0135	21	0.0007516534	0.000000003	-0.0052465703	0.0054030226	0														692.0561256175	792.4370803044	1047.4710820909	977.7226543258	0.4447370664	-8.1038211693	8.9156732201	0.7677891107	1	5	4.2044820763	0.0116133507	0.0034014717	0.0105830647	1.7315072447	1.4782483989	0.0082118791	0	0	1			6.79
190625_03-04_600components-0136	21	0.0007516531	3.44059544884764E-09	-0.004961468	0.0052255253	0														691.8913443284	791.935337146	612.5343446426	873.2848024927	0.4679664543	-5.8041606624	8.2340993357	0.7671329015	2	11	2.7262693317	0.0179102352	0.0103799089	0.0096937958	1.3972519691	1.1932724107	0.0075303263	0	0	1			6.79
190625_03-04_600components-0137	21	0.0007516535	3.56346392086517E-09	-0.00468337	0.0048338996	0														692.7451902935	792.4428190202	908.823522707	747.120684246	0.4409824004	-9.8684777401	8.6872339331	0.7667419451	2	0	5	5	0.414979784	0.0304706497	1.1119733066	1.0749783669	4.585020216	0	0	1			6.79
190625_03-04_600components-0138	21	0.0007516525	0.000000001	-0.0052903686	0.0052124729	0														691.9248819491	792.0843000123	1293.4576744112	803.521188642	0.4373739986	-6.4749940809	9.3309997675	0.7663380379	1	13	1.767766953	0.0138106793	0.0089278668	0.0717630132	4.8471495076	2.5226775564	0.0048828125	0	0	1			6.79
190625_03-04_600components-0139	21	0.0007516526	3.70129485853452E-09	-0.005850883	0.0055323746	0														691.3083672202	792.9527609489	568.5530543261	881.6663414887	0.4593512585	-6.5252924132	8.2914073116	0.7658831365	2	0	5	5	0.414979784	0.0241985051	1.1160281925	1.0592476724	4.585020216	0	0	1			6.79
190625_03-04_600components-0140	21	0.0007516537	1.83849718278946E-09	-0.0048551152	0.0053821504	0														691.6259507769	792.573940965	450.7429273301	545.2194162686	0.4656483602	-9.2319142419	5.5300218277	0.765822938	2	1	5	5	0.414979784	0.0627183581	1.1883561577	1.148279958	4.585020216	0	0	1			6.79
190625_03-04_600components-0141	21	0.0007516539	1.46026544631322E-09	-0.0059453378	0.005222402	0														691.7960358169	792.9499629411	397.6510668964	782.4868459534	0.4778378088	-7.551227105	10.4552179405	0.7636732784	1	3	4.2044820763	0.0058066754	0.0009238629	0.0059887798	2.2931749802	1.6225165593	0.0048828125	0	0	1			6.79
190625_03-04_600components-0142	21	0.0007516536	1.14106429473117E-09	-0.0055379237	0.006197732	0														691.6454959107	792.4146039798	873.0058049258	847.1724409638	0.4214768929	-6.8728864943	7.4054361853	0.7616354936	3	0	5	5	0.414979784	0.0267535597	1.1176194355	1.0622178637	4.585020216	0	0	1			6.79
190625_03-04_600components-0143	21	0.0007516537	0.000000007	-0.0049056561	0.0050175962	0														691.7116974298	792.6988637878	814.1210144231	895.3870850287	0.4417905943	-8.6980519217	7.3359987438	0.7575082486	3	0	5	5	0.414979784	0.0110899395	1.0420024318	1.0255260582	4.585020216	0	0	1			6.79
190625_03-04_600components-0144	21	0.0007516535	-2.37734210214753E-09	-0.0081563428	0.0074714925	0														692.3079573822	792.076662797	1025.2070845804	1115.9027581816	0.4115040762	-9.232861967	5.9085693153	0.7552813627	4	0	5	5	0.414979784	0.0452891102	1.1699048742	1.1006089018	4.585020216	0	0	1			6.79
190625_03-04_600components-0145	21	0.0007516534	-2.87926249655254E-09	-0.0056655901	0.0049705661	0														692.5106005347	792.6791496808	955.6093065604	818.4582148923	0.4495368178	-7.5962669264	7.4685771703	0.751968054	2	12	1.9277635318	0.0126644488	0.0077816363	0.0261801841	2.1034509124	1.560633493	0.0048828125	0	0	1			6.79
190625_03-04_600components-0146	21	0.0007516531	-1.21710082855233E-10	-0.004875525	0.0049913529	0														691.5451982078	792.5814464653	1162.1316686501	838.0071519739	0.4374495597	-9.3003746929	6.8071206924	0.7504471552	1	8	2.7262693317	0.0089551176	0.0040723051	0.0144485538	2.7464038087	1.5569802659	0.0048828125	0	0	1			6.79
190625_03-04_600components-0147	21	0.0007516532	0.000000004	-0.0059210699	0.0048979521	0														691.5005140562	792.1520094843	807.2618311537	964.7483199928	0.4485021346	-9.7498143976	7.4082264249	0.7489002821	2	0	5	5	0.414979784	0.0292152774	1.1163189704	1.0667827484	4.585020216	0	0	1			6.79
190625_03-04_600components-0148	21	0.0007516532	3.63760130626753E-09	-0.0051595707	0.0056304035	0														691.671137573	791.8673446237	1089.8257140872	897.0237503991	0.4137594251	-8.4803026835	5.5773239292	0.748278376	1	2	4.585020216	0.0053247448	0.0004419323	0.0048369107	2.2968998767	1.8493127699	0.0048828125	0	0	1			6.79
190625_03-04_600components-0149	21	0.0007516533	-1.40791432388123E-09	-0.0053125058	0.0059229666	0														692.1627681852	793.0365887414	934.1395172294	741.1213681284	0.4124412631	-8.8791297164	8.3888696042	0.7416416474	1	12	1.9277635318	0.0126644488	0.0077816363	0.046172496	3.1402288441	2.0425260553	0.0048828125	0	0	1			6.79
190625_03-04_600components-0150	21	0.0007516533	-1.9189946332778E-09	-0.0056517534	0.0068993665	0														692.3084043922	793.132300484	973.3746098918	860.3652897988	0.4422441598	-7.9295668484	6.6048351171	0.7378684468	1	4	3.8555270635	0.0063322244	0.0014494119	0.0065298937	2.4479815187	1.5486723041	0.0048828125	0	0	1			6.79
190625_03-04_600components-0151	21	0.0007516536	1.94211104175567E-10	-0.0047600755	0.0051976928	0														691.9516592382	792.5153086063	1156.5462379108	732.5691103745	0.4179242527	-7.8986293221	7.4879465768	0.7350693972	2	7	3.8555270635	0.0126644488	0.0051341225	0.0106936794	1.656907623	1.4029699858	0.0075303263	0	0	1			6.79
190625_03-04_600components-0152	21	0.0007516532	3.31938071367507E-09	-0.004812882	0.0052388284	0														691.2251589259	792.2982039837	1300.5868746302	784.1247386278	0.4095861108	-9.8368729143	7.8985976033	0.7337344782	2	3	4.585020216	0.0116133507	0.0018477257	0.0003007459	1.0574825739	1.025499798	0.009765625	0	0	1			6.79
190625_03-04_600components-0153	21	0.0007516535	-1.72910329653206E-09	-0.0057238183	0.0053109386	0														691.7972312428	792.831610926	971.9315832282	894.5602248147	0.4312081326	-7.5354274817	9.6465552027	0.7331913335	2	0	5	5	0.414979784	0.0195761089	1.0817560494	1.0435613546	4.585020216	0	0	1			6.79
190625_03-04_600components-0154	21	0.0007516533	1.20302060162729E-09	-0.0049053132	0.0054581382	0														692.0994370418	793.231940194	1093.857309978	847.4450547786	0.4308220225	-7.8599579989	6.6618003961	0.7328616946	1	1	5	0.0048828125	0	0.0023861997	1.8365394142	1.8365394142	0.0048828125	0	0	1			6.79
190625_03-04_600components-0155	21	0.0007516529	4.28013908485156E-09	-0.0049900923	0.0054942968	0														692.1872353384	792.6551605925	631.8250212577	921.9762218404	0.3413768404	-7.2821792698	8.0140015864	0.7316752741	1	2	4.585020216	0.0053247448	0.0004419323	0.0024100101	1.848035448	1.4837911179	0.0048828125	0	0	1			6.79
190625_03-04_600components-0156	21	0.000751653	4.76554333325365E-10	-0.0047207846	0.0054649781	0														691.2704927196	792.9265727298	1281.5247202261	837.0469443991	0.4335340067	-8.8663611175	8.4424479899	0.7306070701	2	0	5	5	0.414979784	0.019980295	1.0782175388	1.043151669	4.585020216	0	0	1			6.79
190625_03-04_600components-0157	21	0.0007516536	-2.89759177924089E-09	-0.0054462096	0.0049255216	0														691.8033788988	792.5369072306	971.5851799073	867.5711603139	0.3522135992	-7.471810541	12.6990064277	0.7291494163	1	8	2.7262693317	0.0089551176	0.0040723051	0.0100750932	1.6619387271	1.4221890561	0.0048828125	0	0	1			6.79
190625_03-04_600components-0158	21	0.0007516532	-6.18080813425897E-09	-0.0049041967	0.0055503224	0														692.0406240961	791.8233021923	813.466499221	779.580838361	0.4158507603	-6.7773220656	10.7066998055	0.7271670751	3	0	5	5	0.414979784	0.0531485782	1.1960427555	1.1178897294	4.585020216	0	0	1			6.79
190625_03-04_600components-0159	21	0.0007516533	5.19721901370551E-10	-0.0065417676	0.005100957	0														692.1209912959	792.6296800787	877.1325835595	951.5818788947	0.4484253751	-8.7324772751	6.4790873187	0.7266302463	3	0	5	5	0.414979784	0.0194184153	1.0679007198	1.0443783424	4.585020216	0	0	1			6.79
190625_03-04_600components-0160	21	0.0007516536	1.30375230777393E-09	-0.0048704295	0.0051693622	0														691.8077524527	792.6004173619	890.2383988164	932.3758062119	0.3703019785	-5.3004680764	9.985751433	0.7259804893	2	0	5	5	0.414979784	0.0561330153	1.1716628564	1.1141758165	4.585020216	0	0	1			6.79
190625_03-04_600components-0161	21	0.0007516537	-3.30621663280022E-09	-0.0052170618	0.005276446	0														691.707879517	791.8890022197	859.7519225293	827.0717355315	0.3575140655	-9.7485386421	5.8021678415	0.7249570806	1	1	5	5	0	0.0139531614	1.0562463336	1.0562463336	5	0	0	1			6.79
190625_03-04_600components-0162	21	0.0007516536	-2.64041301197846E-09	-0.0055239137	0.0052276501	0														691.8597770768	792.4455593201	992.9762435745	709.4712119382	0.394752216	-7.5240045857	8.1099868972	0.7238029388	1	2	4.585020216	0.0053247448	0.0004419323	0.0030335188	1.9638462315	1.5702351397	0.0048828125	0	0	1			6.79
190625_03-04_600components-0163	21	0.0007516532	1.51909888870493E-09	-0.0050178919	0.0049739624	0														691.9975235754	793.0737919665	707.8616288959	369.4628257367	0.4152847914	-8.3701150727	7.0185175391	0.7227216324	2	9	3.2420988866	0.0150606526	0.0075303263	0.023976549	2.2568571561	1.6633052239	0.0075303263	0	0	1			6.79
190625_03-04_600components-0164	21	0.0007516536	-6.74045277070476E-09	-0.005274613	0.005284175	0														691.5262334021	793.02821289	911.9791776798	466.0825042073	0.4260073868	-11.5337105992	6.2117767846	0.7217027453	3	1	5	5	0.414979784	0.0482741179	1.1483620533	1.1002214728	4.585020216	0	0	1			6.79
190625_03-04_600components-0165	21	0.0007516536	-0.000000003	-0.0060030694	0.0051209236	0														692.050478687	792.5186273176	780.1488412471	588.807412399	0.3416300768	-8.0834539174	7.2102117112	0.7198273192	2	0	5	5	0.414979784	0.0271615926	1.0935183612	1.0532098236	4.585020216	0	0	1			6.79
190625_03-04_600components-0166	21	0.0007516534	3.45617926449754E-09	-0.0052535931	0.005485073	0														691.8093575761	792.547034877	1265.0445888814	973.2257874749	0.4531718848	-9.4985708604	8.3731129927	0.7193485465	2	0	5	5	0.414979784	0.014700511	1.0513651464	1.0322159945	4.585020216	0	0	1			6.79
190625_03-04_600components-0167	21	0.0007516539	-4.94806950652438E-09	-0.0050833199	0.0050276965	0														691.557059637	791.9439245082	934.3835270845	1203.665910558	0.3527650983	-7.1983371316	10.1254195164	0.7179937478	1	1	5	5	0	0.0076492419	1.0308332886	1.0308332886	5	0	0	1			6.79
190625_03-04_600components-0168	21	0.0007516538	1.83518509691022E-09	-0.0053456347	0.0050131875	0														691.7603968003	791.8437067959	671.1397050466	924.0582699512	0.3884422268	-7.7807084084	7.8140459454	0.7166302289	3	7	3.5355339059	0.0138106793	0.0055988003	0.0138929929	1.8708681519	1.5209119459	0.0082118791	0	0	1			6.79
190625_03-04_600components-0169	21	0.0007516529	-7.26194838874166E-10	-0.0048540329	0.0048120422	0														692.2729655214	792.5598091731	999.0211283355	661.9280126555	0.4297067716	-6.7513904865	8.4964405486	0.7136965317	1	23	0.7432544469	0.0328475162	0.0279647037	0.2028979406	8.3320166463	3.2765157129	0.0048828125	0	0	1			6.79
190625_03-04_600components-0170	21	0.0007516533	4.92746240135483E-09	-0.0052647669	0.0056917112	0														692.3287317013	792.2500003245	1092.2027546536	572.9684026515	0.4019425144	-7.2944536492	8.4067095988	0.7134462916	2	16	1.3631346658	0.0179102352	0.0130274227	0.1377637695	4.9981627312	3.4138432673	0.0048828125	0	0	1			6.79
190625_03-04_600components-0171	21	0.0007516534	-3.47045086147683E-09	-0.0048378607	0.0051785225	0														691.5303110461	791.653948197	1220.4472695257	860.1455794044	0.3422889782	-5.3380860291	9.8373567592	0.7126196319	3	0	5	5	0.414979784	0.0096848767	1.0305736574	1.0187054476	4.585020216	0	0	1			6.79
190625_03-04_600components-0172	21	0.0007516531	-5.78234422260333E-09	-0.0048559925	0.0050168531	0														692.2013661475	792.4916872754	875.7852552955	541.922802599	0.3895871681	-9.9881132814	6.5785687803	0.7081380483	2	10	3.2420988866	0.0390625	0.0211522648	0.0201558893	1.4966748823	1.2808921689	0.0179102352	0	0	1			6.79
190625_03-04_600components-0173	21	0.0007516532	-4.49318921430168E-09	-0.0048751143	0.0055801477	0														691.715437142	792.0681991758	808.9907991484	892.6309402493	0.3692901781	-5.993499795	9.4211810974	0.7081299749	3	11	4.2044820763	0.0212989792	0.0123438615	0.0146685669	1.6595920323	1.2737510234	0.0089551176	0	0	1			6.79
190625_03-04_600components-0174	21	0.0007516536	-1.13261096946318E-09	-0.0052987489	0.0052658601	0														692.1405688604	792.6515452423	997.8564581613	1011.2865159527	0.3768219649	-8.5590958296	6.4932875686	0.7052388036	1	1	5	0.0048828125	0	0.0008232352	1.3329033853	1.3329033853	0.0048828125	0	0	1			6.79
190625_03-04_600components-0175	21	0.0007516535	3.42099907379395E-09	-0.0051081509	0.0055593398	0														691.9524129794	793.2565330288	1126.7897850585	1042.004484363	0.3812727632	-7.9716569933	9.4150110611	0.7046793096	1	18	1.146255054	0.0212989792	0.0164161667	0.0962479514	7.1509584772	2.6162238207	0.0048828125	0	0	1			6.79
190625_03-04_600components-0176	21	0.0007516536	7.0620015040975E-10	-0.0047600677	0.0050461064	0														691.5722404293	792.3409896837	1038.1127999903	1087.698959946	0.3751534842	-8.1803296294	8.5291945756	0.7001128191	2	5	4.2044820763	0.0212989792	0.0062383266	0.0054931782	1.3277042201	1.1986440555	0.0150606526	0	0	1			6.79
190625_03-04_600components-0177	21	0.0007516538	2.24561929456363E-09	-0.0054625673	0.0051604013	0														691.172447882	792.1909156816	797.6574113097	948.5102627726	0.3664628176	-8.7093325277	8.5353382991	0.6997386647	3	6	3.8555270635	0.0390625	0.0137336024	0.0071563904	1.2625177013	1.1471755213	0.0253288976	0	0	1			6.79
190625_03-04_600components-0178	21	0.0007516532	-4.05272568668419E-10	-0.0047972793	0.0047885999	0														691.8482971174	791.9894208993	999.8881221778	884.982945913	0.3836423313	-7.9302169186	7.1461974747	0.6993887918	2	5	4.2044820763	0.0116133507	0.0034014717	0.0015120037	1.1290941408	1.087809704	0.0082118791	0	0	1			6.79
190625_03-04_600components-0179	21	0.0007516532	2.88072190554572E-09	-0.0048522057	0.0048626181	0														691.7606850996	792.5903036529	883.6324478446	634.4792631086	0.3562291581	-7.0473619463	10.8465303663	0.6993858844	4	0	5	5	0.414979784	0.0103154727	1.0342207894	1.0191927941	4.585020216	0	0	1			6.79
190625_03-04_600components-0180	21	0.0007516529	5.54671033556872E-10	-0.0047590568	0.0054921991	0														692.7182524244	792.5060583273	615.5280466735	884.9669789689	0.3131513333	-6.4310045399	8.6372787825	0.6989796883	2	4	4.2044820763	0.0328475162	0.0075186187	0.0035703506	1.2170453615	1.1248721859	0.0253288976	0	0	1			6.79
190625_03-04_600components-0181	21	0.000751654	2.47570029042845E-09	-0.004971538	0.0051193824	0														691.9974844888	792.4353640803	623.9112672596	821.1430670075	0.3612158996	-9.2501431368	6.0795691511	0.6963786663	4	0	5	5	0.414979784	0.0476069776	1.1285587012	1.0917298964	4.585020216	0	0	1			6.79
190625_03-04_600components-0182	21	0.0007516535	2.48327020528176E-09	-0.0056159637	0.0103430897	0														691.6227296381	791.8256897816	1165.7559354409	929.8087785599	0.4086785725	-8.6589139143	7.7782860437	0.6963158715	1	22	0.8105247217	0.0301213052	0.0252384927	0.1149230639	4.1090368655	2.4637524658	0.0048828125	0	0	1			6.79
190625_03-04_600components-0183	21	0.0007516535	-1.63297944351046E-09	-0.0051161261	0.0051291033	0														692.0474234853	792.6775180384	973.3953833078	1011.8145322847	0.3869522045	-7.0070404793	8.5084610019	0.6961138704	1	8	4.2044820763	0.0089551176	0.0040723051	0.0043055042	1.2866452855	1.1772802611	0.0048828125	0	0	1			6.79
190625_03-04_600components-0184	21	0.0007516533	1.37555225881141E-09	-0.0051168932	0.0050275139	0														692.1801920374	792.966428769	974.3327389184	808.9368957821	0.3813716516	-10.3721319779	8.5525096327	0.6957998875	3	0	5	5	0.414979784	0.02043717	1.072787501	1.0398299636	4.585020216	0	0	1			6.79
190625_03-04_600components-0185	21	0.0007516537	2.39242121775413E-09	-0.0052677281	0.0053892142	0														691.8976994189	792.6569181936	730.6178872074	820.0706292265	0.3003574238	-9.650192003	5.7133323898	0.695777938	1	6	3.8555270635	0.0075303263	0.0026475138	0.001840377	1.1824964611	1.1238823048	0.0048828125	0	0	1			6.79
190625_03-04_600components-0186	21	0.0007516537	3.11168940763604E-09	-0.0049360927	0.0048101384	0														691.8177382713	792.5084020077	969.2118495414	831.6835033693	0.3418234093	-5.967748886	9.0975378106	0.6957377529	3	4	4.2044820763	0.0164237581	0.0037593093	0.0059123395	1.5086570548	1.3460736724	0.0126644488	0	0	1			6.79
190625_03-04_600components-0187	21	0.0007516531	3.12525512744702E-09	-0.005392548	0.0053018269	0														691.4101827879	792.9476565028	1085.4569071837	905.7714719244	0.3498100295	-5.6048324854	8.9058727966	0.6939865183	2	12	2.5	0.01953125	0.0120009237	0.0113409554	1.6435126633	1.2647723107	0.0075303263	0	0	1			6.79
190625_03-04_600components-0188	21	0.0007516534	1.23305084291612E-09	-0.005381013	0.006416895	0														691.8778465491	792.5981001684	873.8361708788	1161.2209015129	0.3358270274	-9.060761435	7.1187995072	0.6938245478	1	2	4.585020216	0.0053247448	0.0004419323	0.0031489924	2.1629026686	1.694270806	0.0048828125	0	0	1			6.79
190625_03-04_600components-0189	21	0.0007516532	5.9967934344559E-10	-0.0051164422	0.0057501168	0														691.9471535641	792.4347875254	888.9175785919	678.8113875069	0.3207651162	-8.479505056	6.7131730037	0.6928929266	2	2	5	5	0.7955179237	0.0766180563	1.1588315503	1.0915035416	4.2044820763	0	0	1			6.79
190625_03-04_600components-0190	21	0.0007516533	-4.19657232866221E-09	-0.0049269851	0.0054460057	0														691.9473548342	792.7366212692	919.1506413953	805.4765060051	0.3609207166	-7.1619701986	9.5637380347	0.6926267298	2	4	4.2044820763	0.01953125	0.0044705974	0.0041581707	1.3031255068	1.2083510418	0.0150606526	0	0	1			6.79
190625_03-04_600components-0191	21	0.0007516534	-2.37142024194064E-09	-0.0050123039	0.0049610889	0														691.4085454357	792.3339313344	663.2824249011	846.9548583744	0.3478715637	-9.3187367468	7.1357708072	0.6921330967	2	10	2.9730177875	0.01953125	0.0105761324	0.0063138812	1.3849800689	1.1705827477	0.0089551176	0	0	1			6.79
190625_03-04_600components-0192	21	0.0007516534	-3.82505651876684E-09	-0.0050842868	0.0056872667	0														691.7867224649	792.5516669508	1139.615892671	834.3493182356	0.3110438999	-10.0398594889	7.4169672172	0.6898925592	2	4	4.585020216	0.0602426104	0.0137892074	0.0094306834	1.268693658	1.1889525288	0.0464534029	0	0	1			6.79
190625_03-04_600components-0193	21	0.0007516536	-4.4424903473649E-09	-0.0054881785	0.0054766184	0														691.777103651	791.966499116	652.4219407293	785.0550329374	0.3465273963	-6.7079837436	7.4017543618	0.6891050983	3	0	5	5	0.414979784	0.0475719874	1.1219458541	1.0903532	4.585020216	0	0	1			6.79
190625_03-04_600components-0194	21	0.0007516536	2.89770747903205E-09	-0.0051190329	0.0049215777	0														692.0426320446	792.1402288018	1005.3590207352	928.9694071181	0.3190914662	-7.349587278	7.5806328141	0.6881387357	1	10	2.292510108	0.0106494896	0.0057666771	0.0157467258	3.8225903295	1.6456537814	0.0048828125	0	0	1			6.79
190625_03-04_600components-0195	21	0.0007516535	-4.60792238088475E-09	-0.0054533149	0.0061497085	0														691.5793724286	792.5399610239	392.9828766506	800.7942013646	0.3246658925	-9.2180531559	7.5459920255	0.6879972849	1	12	1.9277635318	0.0126644488	0.0077816363	0.0443846092	5.0557744969	2.4055314115	0.0048828125	0	0	1			6.79
190625_03-04_600components-0196	21	0.0007516535	4.58558359077677E-10	-0.0049691358	0.0047907675	0														691.6624930387	792.5027148778	879.4604953917	1026.6780639825	0.2945017306	-6.2168872255	7.9470280124	0.6879348608	2	11	2.5	0.0164237581	0.0095184185	0.0077095275	1.4637042809	1.2263349952	0.0069053397	0	0	1			6.79
190625_03-04_600components-0197	21	0.0007516536	3.27323309331896E-09	-0.005711534	0.005493042	0														692.0250486816	792.4040812264	1135.0663721475	838.108050581	0.3127576356	-8.6466440641	6.4326229683	0.6869947478	1	1	5	0.0048828125	0	0.0011826782	1.5311327403	1.5311327403	0.0048828125	0	0	1			6.79
190625_03-04_600components-0198	21	0.0007516532	-1.59472065332042E-09	-0.0054429637	0.0047413987	0														692.1940866781	792.5249473247	827.9838782439	704.6061049924	0.2503867665	-8.1866946933	4.836268712	0.6852128506	2	10	4.2044820763	0.0164237581	0.0088934318	0.0029579402	1.2129689094	1.0826732122	0.0075303263	0	0	1			6.79
190625_03-04_600components-0199	21	0.0007516529	-3.0652898444786E-09	-0.004709332	0.005611933	0														692.5298869305	792.8366769734	909.0090755331	730.5752064401	0.2847296861	-8.0928408032	9.8798998421	0.6830211756	1	28	0.8838834765	0.0506577951	0.0457749826	0.106152217	3.3374589037	1.8469250119	0.0048828125	0	0	1			6.79
190625_03-04_600components-0200	21	0.0007516533	5.56889753175112E-10	-0.0051329044	0.0054458736	0														692.1696986094	791.8791296043	804.6740562614	831.7056805962	0.3686238762	-8.2611685241	7.0107599743	0.6814315547	3	6	3.8555270635	0.0328475162	0.0115485371	0.0165968461	1.5532544006	1.377903751	0.0212989792	0	0	1			6.79
190625_03-04_600components-0201	21	0.0007516537	-1.45508685012714E-09	-0.0052126725	0.005068031	0														691.8400096343	792.2082236999	802.368680618	579.7433660073	0.3144312372	-8.242485699	9.9710282908	0.6811547475	1	23	0.7432544469	0.0328475162	0.0279647037	0.1444800884	6.2746497772	3.0635165927	0.0048828125	0	0	1			6.79
190625_03-04_600components-0202	21	0.0007516531	7.28018353117787E-09	-0.0050343384	0.0054084019	0														692.5151336462	792.3611431822	992.3714545141	801.9606839789	0.3323123165	-6.5830118308	8.6074210307	0.6796620355	2	29	0.8105247217	0.0552427173	0.0503599048	0.3648765116	8.2551779702	4.1176640878	0.0048828125	0	0	1			6.79
190625_03-04_600components-0203	21	0.000751653	3.13850528485279E-09	-0.005478004	0.0049137844	0														692.0354105706	791.7456650383	928.17818278	486.6826431398	0.287787701	-7.2894850907	8.801563797	0.6794326974	2	0	5	5	0.414979784	0.0279130133	1.0651746244	1.0476166689	4.585020216	0	0	1			6.79
190625_03-04_600components-0204	21	0.0007516527	-3.34447757303866E-10	-0.0053623298	0.0063539075	0														692.3752063944	792.4767282044	735.5415709589	870.605508882	0.3177755731	-6.6338239136	9.6753742275	0.678853125	1	9	2.5	0.009765625	0.0048828125	0.0136062606	2.984062854	1.599944945	0.0048828125	0	0	1			6.79
190625_03-04_600components-0205	21	0.0007516536	-3.62342908107801E-09	-0.0054490334	0.0051723188	0														691.3609180605	792.7591049692	1392.4793197551	850.9307161564	0.2336407229	-7.4445224988	7.8123950029	0.6784539311	3	0	5	5	0.414979784	0.0242861343	1.0656092065	1.0402014027	4.585020216	0	0	1			6.79
190625_03-04_600components-0206	21	0.0007516529	-2.27296229341886E-09	-0.0055935147	0.0057012789	0														691.533334306	792.6188617218	1259.4617544757	871.8412285639	0.3145687398	-10.4739550966	8.5819874089	0.6770907019	2	0	5	5	0.414979784	0.0279278503	1.0936962885	1.0499184143	4.585020216	0	0	1			6.79
190625_03-04_600components-0207	21	0.000751653	3.14007270658708E-09	-0.0046121403	0.0056241154	0														691.3862884072	792.4991533569	787.5619342051	803.9768987473	0.3208514772	-10.0495593487	5.4896369303	0.6770215173	1	20	0.9638817659	0.0253288976	0.0204460851	0.1032125533	5.3128626288	2.6276445545	0.0048828125	0	0	1			6.79
190625_03-04_600components-0208	21	0.0007516534	-1.70936957257437E-09	-0.005417856	0.0051046639	0														691.3714583391	792.150484449	710.9948443992	1097.054535204	0.3125794851	-9.5112588882	6.0935196944	0.6765351926	3	0	5	5	0.414979784	0.0325004349	1.0914842257	1.0583207479	4.585020216	0	0	1			6.79
